question,A,B,C,D,answer,source_file
Global and regional international trade agreements work by using which of the following mechanisms?,(A) Reciprocity across multiple issues,(B) Reputational concerns of the actors,(C) Side payments for adjusting to the organization (such as the Common Agricultural Policy in the EU),(D) ALL of the above,D,us_foreign_policy_processed.csv
Which type of city model contains a distinct residential spine proceeding outward from center city along the main boulevard?,(A) European,(B) Muslim,(C) Sub-Saharan African,(D) Latin American,D,high_school_geography_processed.csv
Which of the following items below is NOT considered a barrier to the diffusion of an innovation?,(A) Internet,(B) Distance,(C) Cultural obstacles,(D) Government interference,A,high_school_geography_processed.csv
Which of the following are possible constraints on US foreign policy decision making?,(A) Foreign policies of other states,(B) International law,(C) Intergovernmental organizations,(D) All of the above,D,us_foreign_policy_processed.csv
"Which of these phrases refers specifically to a crisis, rather than an issue?",(A) A gap between corporate and stakeholder expectations.,(B) When an organization's trading is interrupted.,(C) Can be avoided with constant monitoring and relationship building.,(D) It happens suddenly.,D,public_relations_processed.csv
What are the experiences when a sexual addict has completed the sexual act?,(A) (s)he experiences feelings of hopelessness and despair,(B) (s)he uses the fantasy of the behaviour just completed to become aroused again,(C) (s)he feels relaxed and emotionally relieved,(D) (s)he immediately becomes sexually aroused again and feels good about the behaviour,A,human_sexuality_processed.csv
Which of the following jobs is in the non-basic employment sector?,(A) Software engineer,(B) F-10 pickup truck assembly-line worker,(C) Oil refinery worker,(D) Parking lot attendant,D,high_school_geography_processed.csv
When a nation is operating at the natural rate of unemployment,(A) there is no cyclical unemployment.,(B) the inflation rate is zero.,(C) there is no structural unemployment.,(D) the nation is experiencing a recession.,A,high_school_macroeconomics_processed.csv
Deadweight loss occurs in,(A) monopolistic competition as P > MC.,(B) monopoly markets because P > MC.,(C) oligopoly markets because P > MC.,(D) All of the above.,D,high_school_microeconomics_processed.csv
For years you work as a grocery checker at a supermarket and one day you are replaced by self-serve checkout stations. What type of unemployment is this?,(A) Cyclical,(B) Structural,(C) Seasonal,(D) Frictional,B,high_school_macroeconomics_processed.csv
The Mafia is an example of:,(A) white collar crime,(B) organized crime,(C) non-criminal deviance,(D) global terrorism,B,sociology_processed.csv
"When considering the international system from a realist perspective, which of the following statements concerning the advent of war is true?","(A) War is more likely to occur when a state is losing power, a decline in a state's ability to protect itself from attack, coercion and vulnerability increases its motivation to engage in aggressive behaviour.","(B) War may be more likely to occur in multipolar international systems where, among other reasons, states have the incentive and opportunity to buckpass.","(C) War is more likely when the offence-defence balance of the international system favours offence, thus creating a more competitive environment for states.",(D) All of these options.,D,security_studies_processed.csv
If a researcher conducted a study in which the criterion for statistical significance was set to 0.05 and statistical power was equal to 0.85:,(A) The probability of making a type I error is 0.15.,(B) The probability of making a type II error is higher than the probability of making a type I error.,(C) The probability of making a type II error is 0.85.,(D) The probability of type I and type II errors cannot be computed from the information given.,B,professional_psychology_processed.csv
The president's principal civilian adviser on the military is the,(A) national security adviser.,(B) director of the CIA.,(C) secretary of defense.,(D) secretary of state.,C,us_foreign_policy_processed.csv
Sherif's Robbers Cave study indicated that which of the following principles best helps reduce tensions between groups?,(A) superordinate goals,(B) diffusion of responsibility,(C) group polarization,(D) deindividuation,A,high_school_psychology_processed.csv
Which of the following insures the value of the U.S. dollar?,(A) The euro and other foreign currencies held by the Federal Reserve,(B) Gold bars in secure locations like Fort Knox,(C) The promise of the U.S. government to maintain its value,(D) The value of the actual paper on which it is printed.,C,high_school_macroeconomics_processed.csv
A Hausman test would be used for,(A) Determining whether an equation that is part of a simultaneous system is identified,(B) Determining whether a simultaneous framework is needed for a particular variable,(C) Determining whether 2SLS or ILS is optimal,(D) Determining whether the structural form equations can be obtained via substitution from the reduced forms,B,econometrics_processed.csv
You are told that the cross-price elasticity between goods X and Y is +2.0. This means that,(A) goods X and Y are normal goods.,(B) goods X and Y are inferior goods.,(C) goods X and Y are complementary goods.,(D) goods X and Y are substitute goods.,D,high_school_microeconomics_processed.csv
Why are perceptual or vernacular regions so difficult to identify?,(A) Boundaries are constantly being redrawn.,"(B) Physical features, such as rivers, are constantly shifting.",(C) Defining criteria are subjective and differ among researchers.,(D) Antecedent boundaries were drawn before humans were located in the regions.,C,high_school_geography_processed.csv
Becker proclaimed that cannabis use was:,(A) increasing throughout all sections of youth in the 1970s,(B) learned gradually through the social processes of a deviant career,(C) a dangerous pastime that young people should not be allowed to pursue,(D) not as enjoyable as other sociologists had suggested,B,sociology_processed.csv
Which of the following countries is actively trying to preserve the purity of their native language from contamination by English or other languages?,(A) Italy,(B) Russia,(C) Japan,(D) Brazil,C,high_school_geography_processed.csv
"Which of the following statements are true concerning a comparison between ARCH(q) and GARCH(1,1) models?i) The ARCH(q) model is likely to be the more parsimoniousii) The ARCH(q) model is the more likely to violate non-negativity constraintsiii) The ARCH(q) model can allow for an infinite number of previous lags of squaredreturns to affect the current conditional varianceiv) The GARCH(1,1) model will usually be sufficient to capture all of the dependencein the conditional variance",(A) (ii) and (iv) only,(B) (i) and (iii) only,"(C) (i), (ii), and (iii) only","(D) (i), (ii), (iii), and (iv)",A,econometrics_processed.csv
"You are given four lists of words to learn: 1, 2, 3, and 4. You must learn list 1, then list 2, etc. Which list(s) would cause proactive interference for remembering list 2?",(A) list 1 only,(B) list 3 only,(C) list 4 only,(D) lists 3 and 4 only,A,high_school_psychology_processed.csv
The fixed effects panel model is also sometimes known as,(A) A seemingly unrelated regression model,(B) The least squares dummy variables approach,(C) The random effects model,(D) Heteroscedasticity and autocorrelation consistent,B,econometrics_processed.csv
Which theory below was used as justification for US involvement in Vietnam in the 1960s and 1970s?,(A) Devolution,(B) Colonialism,(C) Heartland theory,(D) Containment theory,D,high_school_geography_processed.csv
Which of the following is an example of an implicit memory?,(A) describing the taste of the cake at your last birthday party,(B) remembering how to tie a tie,(C) recalling the name of your junior high school shop teacher,(D) recognizing a celebrity,B,high_school_psychology_processed.csv
"Dan read a list of 30 vocabulary words only once. If he is typical and shows the serial position effect, we would expect that the words he remembers two days later are",(A) at the beginning of the list,(B) in the middle of the list,(C) at the end of the list,(D) distributed throughout the list,A,high_school_psychology_processed.csv
Which of the following statements best describes the process of 'medicalization'?,(A) The term 'medicalization' refers to the process whereby a medical or health issue becomes securitized.,(B) 'Medicalization' is the outcome of security dialogue that discusses threats or risks to national security in terms of medical language.,"(C) An issue is said to be 'medicalized' when it is dismissed as a security threat, instead deemed to be a medical issue concerning health as mutually exclusive from security.",(D) The perceived 'medicalization' of societies occurs when social issues are increasingly considered and responded to as medical problems.,D,security_studies_processed.csv
Which of the following statements best describes our understanding of the term 'globalization'?,"(A) Globalization refers to the process by which shared hegemonic values pervade societies across the globe, drawing them into an ideological community, most often based on the economic principles of capitalism.","(B) Best described as intensification of worldwide social relations and increasing interdependence, globalization is the result of the compression of space and time through the development of new technologies.","(C) Globalization is best described as the 'shrinking' of the global community, drawing people into closer contact with one another primarily at the economic and technical levels. This process began in the early 20th century and was based on the ideological expeditions that originated from western Europe.","(D) Globalization has occurred since the 1980s, originating in Western Europe as a centre of political power and technological advancement. The process is a direct result of technological advancement in communications and travel industries that facilitate the efficient transportation of physical objects, people and ideas across the globe.",B,security_studies_processed.csv
"When a campaign becomes noticed and unavoidable, it has achieved the ________ stage.",(A) participation,(B) penetration,(C) distribution,(D) identification,B,public_relations_processed.csv
In what ways has human security been significant as a concept?,"(A) Human security has put particular emphasis on the nexus between conflict and development, a concept which is very useful. The significance of the nexus between development and conflict is not just that it raises ethical issues about human suffering and inequalities, but that its frequent outcomes, so called state future, has dire local, regional, and global effects.","(B) From a normative perspective, the concept serves to highlight good global norms. Human security often serves as an umbrella norm. Developing good global norms is not only important for moral and ethical reasons but also because they serve to enhance state and international society.","(C) The development of the human security concept highlights the view that the threats to humans as well as to state entities are changing and increasing. These changes have spurred debates about the meaning of security and the arguments for its broadening and deepening. Like internal violence, these transnational issues have serious local, regional, and global effects.",(D) All of these options.,D,security_studies_processed.csv
"If a business wants to increase its revenue and it knows that the demand price elasticity of its product is equal to 0.78, it should",(A) decrease price because demand is elastic,(B) decrease price because demand is unit elastic,(C) decrease price because demand is inelastic,(D) increase price because demand is inelastic,D,high_school_microeconomics_processed.csv
Which is NOT a reason for why intergovernmental organizations are ineffective at promoting human rights?,(A) These organizations merely identify those states who already support human rights,(B) They cannot get enough information about which leaders will abuse their citizens,(C) These organizations have little ability to constrain abusive leaders,(D) None of the above,B,us_foreign_policy_processed.csv
All of the following are consequences of low voter turnout in the United States EXCEPT,(A) a perception of the government as illegitimate,(B) a lack of true democracy,(C) a lack of minority representation,(D) an imposition of a fine on non-voters,D,high_school_government_and_politics_processed.csv
Telework is a form of employment that involves:,(A) running one's own business through telephone helplines or hotlines,"(B) working at home for an outside employer, using information technology","(C) babysitting and other jobs within a local network, through the informal economy",(D) combining non-manual work with the leisure activity of watching television,B,sociology_processed.csv
All of the following are uses of job analysis except,(A) marching the right person with the right job,(B) setting wages and salaries,(C) establishing safety standards,(D) determining underutilization in workforce labor marker comparisons,D,professional_psychology_processed.csv
In what ways might a society be threatened?,(A) Societies are threatened when their linguistic heritage and traditions are under attack. The inability to use and develop traditional language signifies the destruction of a society.,(B) Threats to societal security exist when a society regards its collective identity as being under question. Such circumstances include the suppression of expression and interference with a society's ability to reproduce itself across generations.,"(C) Military threats to societies in the form of external aggression, mainly through de-population policies with the intent of preventing collective identities from being reproduced over generations.",(D) Migratory influxes into a host receiving state results in a shift in the composition of the population resulting in horizontal competition or vertical competition. This is not an outright threat to survival but part of wider uncontrollable processes of evolutionary identity.,B,security_studies_processed.csv
"The opposition of the American Civil Liberties Union (ACLU), the National Association of Women Lawyers (NAWL), and the American Federation of Labor and Congress of Industrial Organizations (AFL-CIO) to Samuel Alito's 2006 nomination to the Supreme Court is an example of",(A) realignment,(B) coalition building,(C) impeachment,(D) a recall election,B,high_school_government_and_politics_processed.csv
"Under the null hypothesis of a Bera-Jarque test, the distribution has",(A) Zero skewness and zero kurtosis,(B) Zero skewness and a kurtosis of three,(C) Skewness of one and zero kurtosis,(D) Skewness of one and kurtosis of three.,B,econometrics_processed.csv
Filibusters are less likely to occur in the House of Representatives than in the Senate because,(A) Senate decorum forbids one senator from attempting to stop another's speech,(B) the House meets for substantially fewer hours per day than does the Senate,"(C) Senate sessions, unlike House sessions, are open to the public",(D) debate in the House is in most instances strictly regulated by the rules,D,high_school_government_and_politics_processed.csv
Bureaucratic politics suggests we should be worried about which of the following with regard to nuclear weapons?,(A) Having the capability to deter the most powerful rival,(B) Having the capability to deter smaller states,(C) How nuclear attacks are identified and responded to; who controls the weapons,(D) Bureaucratic politics provides no information about nuclear proliferation and use,C,us_foreign_policy_processed.csv
"Suppose that aluminum is a key production input in the production of bicycles. If the price of aluminum falls, and all other variables are held constant, we expect",(A) the demand for aluminum to rise.,(B) the supply of bicycles to rise.,(C) the supply of bicycles to fall.,(D) the demand for bicycles to rise.,B,high_school_microeconomics_processed.csv
"The idea that war is ""the continuation of politics by other means"" helps to capture",(A) diplomacy is the quietest instrument of influence in global politics.,(B) the way political parties fight with each other.,(C) the idea that governments use their military to help pursue policy goals.,(D) the way Democrats and Republicans differ over the war in Iraq.,C,us_foreign_policy_processed.csv
Ceteris paribus,"(A) is Greek for ""never changing.""",(B) means anything can change at any time.,"(C) is Latin for ""everything else remains constant.","(D) means ""when in equilibrium.""",C,high_school_macroeconomics_processed.csv
"According to The Federalist Papers, federalism has which of the following effects on political factions?",(A) It provides a structured environment in which factions may flourish.,(B) It limits the dangers of factionalism by diluting political power.,(C) It allows factions to dominate on the national level while limiting their influence on state governments.,(D) It eliminates any opportunity for factions to form.,B,high_school_government_and_politics_processed.csv
Which one of the following statements best describes the algebraic representation of the fitted regression line?,(A) \hat{y}_t = \hat{\alpha} + \hat{\beta}x_t + \hat{u}_t,(B) \hat{y}_t = \hat{\alpha} + \hat{\beta}x_t,(C) \hat{y}_t = \hat{\alpha} + \hat{\beta}x_t + u_t,(D) y_t = \hat{\alpha} + \hat{\beta}x_t + \hat{u}_t,B,econometrics_processed.csv
Freud said that the penis first becomes the major focus of pleasure-seeking at:,(A) birth,(B) about age 1,(C) between the ages of 3 and 6,(D) puberty,C,human_sexuality_processed.csv
Feminist therapy is characterized by all of the following except,(A) creating an egalitarian relationship between the therapist and the client,(B) establishing a special bond between a female therapist and a female client,(C) seeing the client's problems in their sociopolitical context,(D) encouraging crust and respect for other women,B,professional_psychology_processed.csv
In what sense might exceptionalism link isolationist and internationalist strategies?,(A) Both encourage world government,(B) Both focus on the decline of the American power,(C) It doesn't - the two are fundamentally opposed,(D) Both can be viewed as different means of achieving the same liberal ends,D,us_foreign_policy_processed.csv
At the break-even point,(A) the expenses of corporations just equal their revenues.,(B) household spending equals household income.,(C) total spending equals income.,(D) dissaving occurs and inventories are accumulating.,C,high_school_macroeconomics_processed.csv
"If the price of firm A's cell phone service rises by 5 percent and the quantity demanded for firm B's cell phone service increases by 10 percent, we can say that",(A) demand for firm B is price elastic.,(B) supply for firm B is price elastic.,(C) firms A and B are substitutes because the cross-price elasticity is greater than zero.,(D) firms A and B are complements because the cross-price elasticity is less than zero.,C,high_school_microeconomics_processed.csv
Newsletters generally fall in to which writing category?,(A) Media writing,(B) Personal writing,(C) Business writing,(D) Promotional writing,D,public_relations_processed.csv
How did World War I shift economic power from Europe to the United States?,(A) The war reduced European population levels below that of the United States,(B) The United States seized German resources after the war,(C) European countries paid the United States for assistance,"(D) The United States became a creditor country and financial centre, with European war spending boosting the US economy",D,us_foreign_policy_processed.csv
Which of the following is homologous to the glans of the penis?,(A) labia minora,(B) labia majora,(C) mons,(D) clitoris,D,human_sexuality_processed.csv
Suppose that a hypothesis test is conducted using a 5% significance level. Which of the following statements are correct?(i) The significance level is equal to the size of the test(ii) The significance level is equal to the power of the test(iii) 2.5% of the total distribution will be in each tail rejection region for a 2-sided test(iv) 5% of the total distribution will be in each tail rejection region for a 2-sided test.,(A) (ii) and (iv) only,(B) (i) and (iii) only,"(C) (i), (ii), and (iii) only","(D) (i), (ii), (iii), and (iv)",B,econometrics_processed.csv
"After slavery was abolished in the USA and British Empire, policy makers claimed that former slaves migrating to these cities would experience:",(A) assimilation,(B) adaptation,(C) discrimination,(D) compensation,A,sociology_processed.csv
The Strategic Arms Reduction Treaty was the first accord,(A) on nuclear weapons signed between the United States and the Soviet Union.,(B) cutting conventional arms in Europe.,(C) to be rejected by the U.S. Senate.,(D) mandating the elimination of many long-range nuclear missiles.,D,us_foreign_policy_processed.csv
Which of the following is NOT a spread effect in the core-periphery model of development?,(A) Congestion in the core,(B) High cost of labor in the core,(C) High density in the core,(D) More infrastructure in the core,D,high_school_geography_processed.csv
"Détente, or the relaxing of tensions coupled with firm guarantees of mutual security, represented a shift in American foreign policy toward the communist world ushered in by",(A) Richard Nixon.,(B) Eugene McCarthy,(C) Lyndon Johnson.,(D) Robert Kennedy.,A,us_foreign_policy_processed.csv
Which of the following considers states to be the primary actors in international relations?,(A) Realism,(B) Idealism,(C) Liberalism,(D) None of the above,A,us_foreign_policy_processed.csv
"In the nineteenth century, homosexuality was understood as:",(A) a positive identity in which gay people could take pride,"(B) an absolute taboo, which meant that all homosexuals were isolated",(C) a subordinate form of masculinity that threatened 'compulsory heterosexuality',(D) confirmation of the two-sex model,C,sociology_processed.csv
Each of the following is a step taken by a therapist who is employing systematic desensitization EXCEPT,(A) helping the client experience the desired state of relaxation through hypnosis,(B) teaching the client to relax through techniques such as deep breathing,(C) constructing a hierarchy of feared images,(D) instructing the client to picture each fearful image while maintaining a relaxed state,A,high_school_psychology_processed.csv
Which statement best describes Booth's attitude toward constructivism and post-structuralism within Critical Security Studies?,"(A) Post-structuralism provides no basis for political action, being a dangerous mix of faux radicalism, relativism and obscurantism, whilst constructivism is an orientation to world politics rather than a specific political theory.",(B) Constructivism offers a number of specific political theories applicable to Critical Security Studies but all of these lack the tenability required in security studies. Post-structuralist theories similarly lack the durability desired by CSS scholars.,"(C) Post-structuralism and constructivism are ill-defined theories that are better described as political orientations, applicable in vague terms but lacking the substance required by scholars in contemporary security studies.","(D) Constructivism is too dangerous a mix of political ideologies, combining elements of radicalism and relativism. Post-structuralism is more of an orientation to world politics rather than a specific and applicable political theory.",A,security_studies_processed.csv
Which of the following is an impact of common structural adjustment policies on the poor?,"(A) Cost of imports soar, including vital resources such as imported medicines. Basic food prices rise, putting even greater pressure on already stretched household budgets.","(B) Reduced health, education, and social welfare spending and the introduction of cost-recovery and user-fees put healthcare and education beyond the reach of many ordinary people. Public sector redundancies and salary freezes lead to fewer teachers and doctors.",(C) Massive redundancies and increased unemployment with no social security provision push families deeper into poverty. Farmers and small companies can no longer afford to borrow money and are forced to reduce production or go out of business.,(D) All of these options.,D,security_studies_processed.csv
"In American government, the power to declare war rests with",(A) the president of the United States.,(B) the secretary of defense.,(C) the chairman of the Joint Chiefs of Staff.,(D) Congress.,D,us_foreign_policy_processed.csv
Mosca and Pareto identified the ruling elite as:,(A) a minority group who fill all the top positions of political authority,(B) a coalition of social forces with specific skills and abilities,(C) a group who circulate between high status positions and exclude others,(D) all of the above,D,sociology_processed.csv
In recent years social media has had a major impact on the practice of public relations. In which of the following areas has the impact been greatest and experienced most immediately?,(A) Politics,(B) Retail business,(C) Automotive sales,(D) Nonprofits,A,public_relations_processed.csv
Approximately what percentage of participants in Milgram's obedience experiments thought they delivered the maximum amount of shock possible?,(A) 0,(B) 20,(C) 40,(D) 60,D,high_school_psychology_processed.csv
The concentration of production activities and people spatially to benefit everyone is called,(A) the substitution principle.,(B) deglomeration.,(C) agglomeration.,(D) infrastructure.,C,high_school_geography_processed.csv
Which of the following is typically associated with having a vasectomy?,(A) decreased testosterone production,(B) reduced rigidity of erections,(C) decreased sperm production,(D) normal orgasm,D,human_sexuality_processed.csv
"If a test has a standard error of measurement of 15 points, itis correct to conclude that",(A) about 68% of the observed scores for the test population lie within 15 points of the mean score,(B) about 68% of the individuals with a given cure score will have observed scores within 15 points of the true score,"(C) about 15% of the scores are in error (i.e., they are not measuring the trait reliably)",(D) differences of up to 30 points represent the same true score,B,professional_psychology_processed.csv
Which of the following is a characteristic of a developed country?,(A) Over 50% of workforce engaged in agriculture,(B) Women held in inferior place in society,(C) Main disease related to age and lifestyle,(D) High birth and death rates,C,high_school_geography_processed.csv
Within which area of public relations do tactics relate to promotion of the overall organisation?,(A) Corporate,(B) Internal communications,(C) Financial relations,(D) Business to business,A,public_relations_processed.csv
An organizational psychologist would most likely recommend the use of vestibule training for which of the following jobs?,(A) airline pilot,(B) word processor,(C) salesperson.,(D) clinical psychologist.,A,professional_psychology_processed.csv
The term 'emotion work' (Hochschild 1983) refers to:,(A) the techniques used to consciously manage and present emotions that are deemed appropriate for public settings of interaction,"(B) the work done by psychologists, counselors and therapists to help clients with mental and emotional problems","(C) experiences such as grieving and falling in love, which demand a lot of emotional energy from a person",(D) the way in which increasing levels of risk and anxiety have made us think more reflexively about our self-identities,A,sociology_processed.csv
Publishing and selling the creative work of others and protecting property rights of one's own creative work is regulated by,(A) libel and publication regulations,(B) access and deregulation,(C) Securities and Exchange Commission,(D) copyright and trademark law,D,public_relations_processed.csv
"The ________ phase of the PR model consists of primary and secondary research about a client, identifying the target audiences for the campaign, proposing channels of communication and strategies to be used in the campaign, and constructing goals, objectives, messages, and themes.",(A) identification,(B) evaluation,(C) implementation,(D) planning,D,public_relations_processed.csv
What is the 'security dilemma' that faces weak states?,(A) The inability of the state to provide stability creates a situation wherein each component of society competes to preserve its well-being thereby engendering insecurity. The condition is self-perpetuating - a semi-permanent situation of emergent anarchy because measures to secure the regime will provoke greater resistance.,"(B) The weak state insecurity dilemma is primarily an external condition creating a situation for the weak state similar to structural anarchy, wherein a weak state creates insecurity in the region when taking measures to improve its own regional standing.","(C) The weak state insecurity dilemma emerges out of competition between each component of society to preserve and protect the longevity of their well-being and interests. However, the ruling elite remain separate from the social sphere of contestation producing a policy dilemma; use of the monopoly of instruments of violence to restore order will reduce the regime's infrastructural core.","(D) Weak state insecurity dilemmas are born out of a lack of political and institutional centring with a monopoly of force. However, the engagement of armed forces to strengthen institutions may stop this process. Inability to foster 'stateness' is reversed by the use of violence. Social disquiet is a semi-permanent situation of emergent but not developed anarchy.",A,security_studies_processed.csv
"A sociologist is conducting research on institutional power relations at a local hospital. The sociologist is on staff at the hospital for several weeks, recording data as field notes. This method of research is called",(A) experimentation,(B) secondary data analysis,(C) participant observation,(D) survey administration,C,sociology_processed.csv
Which of the following world regions is NOT considered one of the world's most densely populated regions?,(A) South Asia,(B) Europe,(C) South America,(D) Northeast United States,C,high_school_geography_processed.csv
Which of these is an effective way of securing against cyber threats?,(A) Complete eradication of threats.,"(B) Ensure that the severity of cyber war as a threat is recognised, and that instances of cyber warfare are identified, publicised, and acted upon immediately.",(C) All of these options.,"(D) Acceptance that there can be no absolute security, instead design resilient IT systems and build international cooperation and information exchange in order to reduce threat and increase resilience.",D,security_studies_processed.csv
Which of the following sociological perspectives views society as a system of interdependent and coordinated parts?,(A) Functionalism,(B) Conflict theory,(C) Symbolic interactionism,(D) Role theory,A,sociology_processed.csv
Nearsightedness results from,(A) too much curvature of the cornea and lens,(B) too little curvature of the cornea and lens,(C) too much curvature of the iris and lens,(D) too little curvature of the iris and lens,A,high_school_psychology_processed.csv
Which of the following statements is NOT part of Gunnar Myrdal's theory of cumulative causation?,(A) Developing and developed regions share similarly in wealth through trade.,(B) The core will always dominate the periphery.,(C) Growth and prosperity of the core exists at the expense of the periphery.,"(D) Regions with initial advantage keep and expand it as they attract labor, capital, and trade.",A,high_school_geography_processed.csv
Interest groups are barred from taking part in which of the following activities?,(A) Sending lawmakers to educational seminars,(B) Giving tangible gifts to lawmakers,(C) Providing research to government officials,(D) Staging protests and boycotts,B,high_school_government_and_politics_processed.csv
What challenges to liberalism were shown by the Western response to the Arab Spring?,"(A) The problematic contention that the liberalist perspective is based on ideas that are Western - such as democracy, free enterprise, and civil rights.","(B) Liberalism did not provide a clear way to deal with the Arab Spring, and its inconsistencies and contradictions were exposed.","(C) The liberalist perspective does not explain clearly how and when liberalism is supposed to spread, in this case to the Arab countries in question.",(D) All of the above,D,security_studies_processed.csv
________ advertising campaigns are focused on gathering support for a particular message or cause.,(A) Product-oriented,(B) Person-oriented,(C) Idea-oriented,(D) Message-oriented,C,public_relations_processed.csv
The world systems theory divides the world into,"(A) core, periphery, and semi-periphery.",(B) rich and poor.,(C) developed and undeveloped.,(D) haves and have-nots.,A,high_school_geography_processed.csv
Which of the following is an example of an economic rent?,(A) A superstar basketball player's $50 million earnings.,(B) A social security retirement income.,(C) A welfare payment from social services.,(D) A check to a college student from a parent or guardian.,A,high_school_microeconomics_processed.csv
Which of the following is a characteristic of monopolistic competition?,(A) P > MC.,(B) Efficiency.,(C) Mostly price competition.,(D) P =MR.,A,high_school_microeconomics_processed.csv
Which of the following is/are likely to cause coital pain for BOTH men and women?,(A) infections,(B) foreskin too tight,(C) vaginismus,(D) both A and C,A,human_sexuality_processed.csv
Albert Bandura and the social-cognitive personality theorists believe that personality results from the interaction of which factors?,"(A) genetics, the unconscious, and social","(B) id, ego, and superego","(C) rewards, punishments, and reinforcements","(D) traits, the environment, and behavior",D,high_school_psychology_processed.csv
The Nation of Islam group appealed to:,(A) British-born second generation immigrants from the Asian subcontinent,(B) White Americans who wanted to convert to Islam,(C) African-Americans who felt excluded from the 'ethnic melting pot' in the USA,(D) African-Caribbeans who lived in the inner cities and had a distinctive youth culture,C,sociology_processed.csv
What do critics fear would be the result of granting rights of humanitarian intervention?,(A) An abuse of this power in order to wage state-interested wars.,"(B) A depletion of military resources pursuing wars on ethical grounds, leading to a loss of military security.","(C) Whilst some states have proven their ability to conduct 'just' wars in order to protect sound values of democracy and neoliberalism, not all states would use force to pursue such globally beneficial ends.","(D) A lack of implementation of these rights by state actors, leading to a failure to address human rights abuses.",A,security_studies_processed.csv
Stan is out having a few beers with some friends. Which of the following will be DECREASED if Stan only consumes 1 beer?,(A) arousal,(B) erection,(C) inhibition,(D) orgasm,C,human_sexuality_processed.csv
The first stage of the demographic transition exhibits,(A) high birth rates with high but fluctuating death rates.,(B) declining birth rates with continuing high death rates.,(C) low birth rates with continuing high death rates.,(D) high birth rates with declining death rates.,A,high_school_geography_processed.csv
"If OLS is applied separately to each equation that is part of a simultaneous system, the resulting estimates will be",(A) Unbiased and consistent,(B) Biased but consistent,(C) Biased and inconsistent,(D) It is impossible to apply OLS to equations that are part of a simultaneous system,C,econometrics_processed.csv
Which of the following is NOT a problem Europe currently faces today?,(A) Rising immigration,(B) Lack of population growth,(C) Environmental apathy,(D) Urban ethnic ghettos on the rise,C,high_school_geography_processed.csv
A demand curve slopes downward for an individual as the result of,(A) diminishing marginal utility,(B) diminishing marginal returns,(C) the Fisher effect,(D) diminishing returns to scale,A,high_school_microeconomics_processed.csv
How did the relationship between President and Congress develop under George H.W. Bush and Bill Clinton?,(A) Congress asserted its primacy in foreign policy,(B) US foreign policy became substantially decentralized,(C) The Presidency welcomed the influence of Congress,(D) None of the above,D,us_foreign_policy_processed.csv
"In which of the following cases did the Supreme Court decision establish the ""separate but equal"" doctrine of state-sponsored racial segregation?",(A) Plessy v. Ferguson,(B) McCulloch v. Maryland,(C) Gibbons v. Ogden,(D) Brown v. Board of Education,A,high_school_government_and_politics_processed.csv
What did Charles Krauthammer mean by a 'unipolar moment' when describing the post-Cold War system?,(A) The chance for the United States to share power with other countries in the world,(B) An opportunity to use to collapse of the Soviet Union to extend US power,(C) An international system that didn't face any threats,(D) The never-ending domination of the United States,B,us_foreign_policy_processed.csv
Studies conducted by Bailey and Pillard (1991) have shown that:,(A) the homosexuality concordance rate for identical twins is 100%,(B) the homosexuality concordance rate for identical twins and fraternal twins is approximately the same,(C) the homosexuality concordance rate for identical twins is higher than for fraternal twins,(D) the homosexuality concordance rate for adoptive brothers differs little from that of biological brothers,C,human_sexuality_processed.csv
Marx (1844) claimed that capitalism had alienated workers from:,(A) the product they were making,(B) the production process,(C) each other and humanity in general,(D) all of the above,D,sociology_processed.csv
When the Supreme Court decides to take a case on appeal it,(A) issues a writ of habeas corpus,(B) issues a writ of certiorari,(C) issues amicus curiae briefs,(D) engages in judicial review,B,high_school_government_and_politics_processed.csv
"Suppose that two researchers, using the same 3 variables and the same 250 observations on each variable, estimate a VAR. One estimates a VAR(6), while the other estimates a VAR(4). The determinants of the variance-covariance matrices of the residuals for each VAR are 0.0036 and 0.0049 respectively. What is the values of the test statistic for performing a test of whether the VAR(6) can be restricted to a VAR(4)?",(A) 77.07,(B) 0.31,(C) 0.33,(D) 4.87,A,econometrics_processed.csv
Which of the following activities are NOT secondary economic activities?,(A) Assembling automotive parts,(B) Sewing shirts,(C) Mining copper,(D) Binding books,C,high_school_geography_processed.csv
The price of a house is best described as what type of number?,(A) Discrete,(B) Cardinal,(C) Ordinal,(D) Nominal,B,econometrics_processed.csv
Which is true of monopolistic competition?,(A) Firms earn long-run economic profits.,(B) P = MR = MC = ATC.,(C) Firms spend money to differentiate and advertise their products.,(D) In the long run the market is allocatively efficient.,C,high_school_microeconomics_processed.csv
Experimental work on the introduction of the birth control pill was done with,(A) middle- and upper-class American women,(B) white American women,(C) poor Puerto Rican women,(D) Asian American women,C,human_sexuality_processed.csv
All of the following are true under the system of checks and balances EXCEPT,(A) the president's nominees must be approved by the Senate before taking office,(B) two-thirds of the Senate must approve presidentially negotiated treaties,(C) the president can override a congressional veto and pass laws,(D) Congress can override a presidential veto,C,high_school_government_and_politics_processed.csv
Which component of a nation's balance of payments recognizes the purchase and sale of real and financial assets between nations?,(A) The capital account,(B) The official reserves account,(C) The current account,(D) The trade deficit account,A,high_school_macroeconomics_processed.csv
