property,prefix,Context,Question,Correct Answer,negative_sample_type
is a companion for humans,a dog,'',Is a dog a companion for humans?,Yes,random
is a condiment,butter,'',Is butter a condiment?,Yes,random
is a cooking utensil,a spatula,'',Is a spatula a cooking utensil?,Yes,random
is a cooking utensil,a shovel,'',Is a shovel a cooking utensil?,No,random
is a delicacy,a lobster,'',Is a lobster a delicacy?,Yes,random
is a digit,a thumb,'',Is a thumb a digit?,Yes,random
is a dress,a dress,'',Is a dress a dress?,Yes,random
is a dress,a sledge,'',Is a sledge a dress?,No,random
is a dried grape,a horse,'',Is a horse a dried grape?,No,random
is a dried plum,an onion,'',Is an onion a dried plum?,No,random
is a drink,beer,'',Is beer a drink?,Yes,random
is a fashion accessory,a cap,'',Is a cap a fashion accessory?,Yes,random
is a firework,a toaster,'',Is a toaster a firework?,No,random
is a fish,a bear,'',Is a bear a fish?,No,random
is a flatfish,a flounder,'',Is a flounder a flatfish?,Yes,random
is a flatfish,a woodpecker,'',Is a woodpecker a flatfish?,No,random
is a flowering plant,rhubarb,'',Is rhubarb a flowering plant?,No,random
is a flying rodent,a bat,'',Is a bat a flying rodent?,Yes,random
is a flying rodent,a duck,'',Is a duck a flying rodent?,No,random
is a fruit,a bomb,'',Is a bomb a fruit?,No,random
is a fungus,mushroom,'',Is mushroom a fungus?,Yes,random
is a garden tool,a hoe,'',Is a hoe a garden tool?,Yes,random
is a garnish,parsley,'',Is parsley a garnish?,Yes,random
is a gastropod,a snail,'',Is a snail a gastropod?,Yes,random
is a glove,a heron,'',Is a heron a glove?,No,random
is a grain,a frog,'',Is a frog a grain?,No,random
is a grape,sultana,'',Is sultana a grape?,Yes,random
is a herbivore,a lamb,'',Is a lamb a herbivore?,Yes,random
is a herbivore,a lip,'',Is a lip a herbivore?,No,random
is a horse,an orchid,'',Is an orchid a horse?,No,random
is a household item,a whisk,'',Is a whisk a household item?,Yes,random
is a kitchen utensil,a harmonica,'',Is a harmonica a kitchen utensil?,No,random
is a large cat,a hyena,'',Is a hyena a large cat?,Yes,random
is a large deer,a moose,'',Is a moose a large deer?,Yes,random
is a large vehicle,a knicker,'',Is a knicker a large vehicle?,No,random
is a larva,a caterpillar,'',Is a caterpillar a larva?,Yes,random
is a larva,a chipmunk,'',Is a chipmunk a larva?,No,random
is a limb,a leg,'',Is a leg a limb?,Yes,random
is a living thing,a buzzard,'',Is a buzzard a living thing?,Yes,random
is a living thing,a chisel,'',Is a chisel a living thing?,No,random
is a marine animal,a turtle,'',Is a turtle a marine animal?,Yes,random
is a marine animal,lettuce,'',Is lettuce a marine animal?,No,random
is a marsupial,a heron,'',Is a heron a marsupial?,No,random
is a media device,a television,'',Is a television a media device?,Yes,random
is a melon,watermelon,'',Is watermelon a melon?,Yes,random
is a melon,a geranium,'',Is a geranium a melon?,No,random
is a member of the carp family,a goldfish,'',Is a goldfish a member of the carp family?,Yes,random
is a mobile home,a caravan,'',Is a caravan a mobile home?,Yes,random
is a mobile home,a skunk,'',Is a skunk a mobile home?,No,random
is a mollusc,a slug,'',Is a slug a mollusc?,Yes,random
is a mouth organ,a harmonica,'',Is a harmonica a mouth organ?,Yes,random
is a mouth organ,a robe,'',Is a robe a mouth organ?,No,random
is a nut,a plate,'',Is a plate a nut?,No,random
is a pale grape,a buffalo,'',Is a buffalo a pale grape?,No,random
is a parrot,peach,'',Is peach a parrot?,No,random
is a part of the body,a geranium,'',Is a geranium a part of the body?,No,random
is a part of the primate body,a nose,'',Is a nose a part of the primate body?,Yes,random
is a percussion instrument,a kettle,'',Is a kettle a percussion instrument?,No,random
is a pest,a termite,'',Is a termite a pest?,Yes,random
is a pipe,lime,'',Is lime a pipe?,No,random
is a plant,a cage,'',Is a cage a plant?,No,random
is a power tool,a chainsaw,'',Is a chainsaw a power tool?,Yes,random
is a primate,a marble,'',Is a marble a primate?,No,random
is a public transportation,ice cream,'',Is ice cream a public transportation?,No,random
is a receptacle for water,a llama,'',Is a llama a receptacle for water?,No,random
is a rooster,a cockerel,'',Is a cockerel a rooster?,Yes,random
is a root vegetable,a mitten,'',Is a mitten a root vegetable?,No,random
is a salad vegetable,lettuce,'',Is lettuce a salad vegetable?,Yes,random
is a saw,lime,'',Is lime a saw?,No,random
is a seed,a nut,'',Is a nut a seed?,Yes,random
is a seed,a caterpillar,'',Is a caterpillar a seed?,No,random
is a sensory organ,a tongue,'',Is a tongue a sensory organ?,Yes,random
is a shellfish,a scallop,'',Is a scallop a shellfish?,Yes,random
is a ship,a crossbow,'',Is a crossbow a ship?,No,random
is a shoe with wheels,a rollerskate,'',Is a rollerskate a shoe with wheels?,Yes,random
is a shoe with wheels,a trowel,'',Is a trowel a shoe with wheels?,No,random
is a small bird,a magpie,'',Is a magpie a small bird?,Yes,random
is a small horse,a grasshopper,'',Is a grasshopper a small horse?,No,random
is a small knife,a penknife,'',Is a penknife a small knife?,Yes,random
is a small spade,a trowel,'',Is a trowel a small spade?,Yes,random
is a snack,a harpsichord,'',Is a harpsichord a snack?,No,random
is a soft drink,lemonade,'',Is lemonade a soft drink?,Yes,random
is a spade,a spade,'',Is a spade a spade?,Yes,random
is a squash,a birch tree,'',Is a birch tree a squash?,No,random
is a squirrel,a chipmunk,'',Is a chipmunk a squirrel?,Yes,random
is a squirrel,an artichoke,'',Is an artichoke a squirrel?,No,random
is a status symbol,butter,'',Is butter a status symbol?,No,random
is a stick,a club,'',Is a club a stick?,Yes,random
is a stick,a belt,'',Is a belt a stick?,No,random
is a stimulant,a violin,'',Is a violin a stimulant?,No,random
is a sword,a machete,'',Is a machete a sword?,Yes,random
is a symbol of peace,a dove,'',Is a dove a symbol of peace?,Yes,random
is a symbol of peace,a lizard,'',Is a lizard a symbol of peace?,No,random
is a symbol of power,a nail,'',Is a nail a symbol of power?,No,random
is a symbol of remembrance,a skirt,'',Is a skirt a symbol of remembrance?,No,random
is a symbol of war,a nail,'',Is a nail a symbol of war?,No,random
is a symbol of wisdom,an owl,'',Is an owl a symbol of wisdom?,Yes,random
is a tree,an elm tree,'',Is an elm tree a tree?,Yes,random
is a tube,a hose,'',Is a hose a tube?,Yes,random
is a type of ale,beer,'',Is beer a type of ale?,Yes,random
is a type of bag,carrot,'',Is carrot a type of bag?,No,random
is a type of clothing,a carp,'',Is a carp a type of clothing?,No,random
is a type of coat,a parka,'',Is a parka a type of coat?,Yes,random
is a type of furniture,a dresser,'',Is a dresser a type of furniture?,Yes,random
is a type of jacket,a parka,'',Is a parka a type of jacket?,Yes,random
is a type of mandarin orange,tangerine,'',Is tangerine a type of mandarin orange?,Yes,random
is a type of sock,a stocking,'',Is a stocking a type of sock?,Yes,random
is a type of spoon,a ladle,'',Is a ladle a type of spoon?,Yes,random
is a vulture,a houseboat,'',Is a houseboat a vulture?,No,random
is a water bird,a cradle,'',Is a cradle a water bird?,No,random
is a weed,a daisy,'',Is a daisy a weed?,Yes,random
is a wind instrument,an arrow,'',Is an arrow a wind instrument?,No,random
is a wine,champagne,'',Is champagne a wine?,Yes,random
is a zucchini,zucchini,'',Is zucchini a zucchini?,Yes,random
is about 100 microns thick,a bus,'',Is a bus about 100 microns thick?,No,random
is addictive,chocolate,'',Is chocolate addictive?,Yes,random
is aerodynamic,a kite,'',Is a kite aerodynamic?,Yes,random
is aged,whiskey,'',Is whiskey aged?,Yes,random
is agile,a panther,'',Is a panther agile?,Yes,random
is aimed at targets,a bow,'',Is a bow aimed at targets?,Yes,random
is an accessory,a bag,'',Is a bag an accessory?,Yes,random
is an aircraft,a helicopter,'',Is a helicopter an aircraft?,Yes,random
is an allergen,a satchel,'',Is a satchel an allergen?,No,random
is an alternative to showers,a plate,'',Is a plate an alternative to showers?,No,random
is an animal,a snail,'',Is a snail an animal?,Yes,random
is an animal,a car,'',Is a car an animal?,No,random
is an antique,a dresser,'',Is a dresser an antique?,Yes,random
is an aphrodisiac,mushroom,'',Is mushroom an aphrodisiac?,No,random
is an appliance,a buzzard,'',Is a buzzard an appliance?,No,random
is an arachnid,a scorpion,'',Is a scorpion an arachnid?,Yes,random
is an electrical appliance,an orange,'',Is an orange an electrical appliance?,No,random
is an electronic saw,a chainsaw,'',Is a chainsaw an electronic saw?,Yes,random
is an electronic saw,a minnow,'',Is a minnow an electronic saw?,No,random
is an emergency vehicle,an ambulance,'',Is an ambulance an emergency vehicle?,Yes,random
is an infant,a calf,'',Is a calf an infant?,Yes,random
is an infant,a slug,'',Is a slug an infant?,No,random
is an insect,a balloon,'',Is a balloon an insect?,No,random
is an invertebrate,chocolate,'',Is chocolate an invertebrate?,No,random
is an old version of a piano,a harpsichord,'',Is a harpsichord an old version of a piano?,Yes,random
is an old version of a piano,a gong,'',Is a gong an old version of a piano?,No,random
is an organ,a tongue,'',Is a tongue an organ?,Yes,random
is aquatic,a crab,'',Is a crab aquatic?,Yes,random
is aquatic,a deckchair,'',Is a deckchair aquatic?,No,random
is attached to a finger,a yoyo,'',Is a yoyo attached to a finger?,Yes,random
is attached to a gun,a bayonet,'',Is a bayonet attached to a gun?,Yes,random
is attached to a gun,a nose,'',Is a nose attached to a gun?,No,random
is attached to a string,a lorry,'',Is a lorry attached to a string?,No,random
is attached to the scalp,an organ,'',Is an organ attached to the scalp?,No,random
is attached to the skin,a chipmunk,'',Is a chipmunk attached to the skin?,No,random
is attached to the wrist,a melon,'',Is a melon attached to the wrist?,No,random
is attracted to light,a moth,'',Is a moth attracted to light?,Yes,random
is attracted to sweet things,a walrus,'',Is a walrus attracted to sweet things?,No,random
is baked in ovens,a cookie,'',Is a cookie baked in ovens?,Yes,random
is bell shaped,pear,'',Is pear bell shaped?,Yes,random
is biblical,a donkey,'',Is a donkey biblical?,Yes,random
is biotic,yoghurt,'',Is yoghurt biotic?,Yes,random
is blind,a bat,'',Is a bat blind?,Yes,random
is blind,a ladybird,'',Is a ladybird blind?,No,random
is blocked by nets,a mosquito,'',Is a mosquito blocked by nets?,Yes,random
is blocked by nets,a cockerel,'',Is a cockerel blocked by nets?,No,random
is boiled alive,a lobster,'',Is a lobster boiled alive?,Yes,random
is boiled alive,a mackerel,'',Is a mackerel boiled alive?,No,random
is bought from a butchers,an apricot,'',Is an apricot bought from a butchers?,No,random
is bred,a gerbil,'',Is a gerbil bred?,No,random
is brewed,beer,'',Is beer brewed?,Yes,random
is brittle,a finger,'',Is a finger brittle?,Yes,random
is brushed,hair,'',Is hair brushed?,Yes,random
is caught by tickling,a trout,'',Is a trout caught by tickling?,Yes,random
is caught by tickling,tangerine,'',Is tangerine caught by tickling?,No,random
is chewy,a squid,'',Is a squid chewy?,Yes,random
is coiled,blueberry,'',Is blueberry coiled?,No,random
is cold blooded,a minnow,'',Is a minnow cold blooded?,Yes,random
is common in developing countries,a car,'',Is a car common in developing countries?,No,random
is common in processed food,brandy,'',Is brandy common in processed food?,No,random
is common in summer,a dragonfly,'',Is a dragonfly common in summer?,Yes,random
is composed of florets,a trowel,'',Is a trowel composed of florets?,No,random
is concave in shape,a bowl,'',Is a bowl concave in shape?,Yes,random
is confining,a hutch,'',Is a hutch confining?,Yes,random
is conical in shape,a pine tree,'',Is a pine tree conical in shape?,Yes,random
is connected by strings,a bone,'',Is a bone connected by strings?,No,random
is connected to muscles,a bone,'',Is a bone connected to muscles?,Yes,random
is connected to the hip,a leg,'',Is a leg connected to the hip?,Yes,random
is construction material,a buggy,'',Is a buggy construction material?,No,random
is consumed by drinking,a carriage,'',Is a carriage consumed by drinking?,No,random
is consumed by licking,a balloon,'',Is a balloon consumed by licking?,No,random
is consumed to celebrate,a cookie,'',Is a cookie consumed to celebrate?,Yes,random
is consumed with tea,a seagull,'',Is a seagull consumed with tea?,No,random
is controlled,a skateboard,'',Is a skateboard controlled?,No,random
is controlled by a human,a puppet,'',Is a puppet controlled by a human?,Yes,random
is controlled by computers,a fork,'',Is a fork controlled by computers?,No,random
is cooked in water,a heron,'',Is a heron cooked in water?,No,random
is cruel,a catapult,'',Is a catapult cruel?,No,random
is crystalline,a heron,'',Is a heron crystalline?,No,random
is cuboid in shape,yoghurt,'',Is yoghurt cuboid in shape?,No,random
is curved in shape,banana,'',Is banana curved in shape?,Yes,random
is cut into rings,a tugboat,'',Is a tugboat cut into rings?,No,random
is cylindrical in shape,a barrel,'',Is a barrel cylindrical in shape?,Yes,random
is dark blue,blueberry,'',Is blueberry dark blue?,Yes,random
is decorative,an orchid,'',Is an orchid decorative?,Yes,random
is difficult to balance on,a gorilla,'',Is a gorilla difficult to balance on?,No,random
is digital,a radio,'',Is a radio digital?,Yes,random
is displayed on walls,a plate,'',Is a plate displayed on walls?,Yes,random
is distilled,an eye,'',Is an eye distilled?,No,random
is domesticated,a goldfish,'',Is a goldfish domesticated?,Yes,random
is draped,a gown,'',Is a gown draped?,Yes,random
is dried,a currant,'',Is a currant dried?,Yes,random
is driven on roads,a tractor,'',Is a tractor driven on roads?,Yes,random
is drunk alone,whiskey,'',Is whiskey drunk alone?,Yes,random
is drunk alone,a mug,'',Is a mug drunk alone?,No,random
is dry,a falcon,'',Is a falcon dry?,No,random
is durable,a hedgehog,'',Is a hedgehog durable?,No,random
is easy to carry,a box,'',Is a box easy to carry?,No,random
is easy to store,a deckchair,'',Is a deckchair easy to store?,Yes,random
is easy to store,a barge,'',Is a barge easy to store?,No,random
is eaten as beef,a cow,'',Is a cow eaten as beef?,Yes,random
is eaten at thanksgiving,a turkey,'',Is a turkey eaten at thanksgiving?,Yes,random
is eaten at thanksgiving,plum,'',Is plum eaten at thanksgiving?,No,random
is eaten by Koala bears,a eucalyptus tree,'',Is a eucalyptus tree eaten by koala bears?,Yes,random
is eaten by anteaters,a saxophone,'',Is a saxophone eaten by anteaters?,No,random
is eaten by caterpillars,lettuce,'',Is lettuce eaten by caterpillars?,Yes,random
is eaten by elephants,a desk,'',Is a desk eaten by elephants?,No,random
is eaten by humans,a crayfish,'',Is a crayfish eaten by humans?,Yes,random
is eaten by rabbits,a gown,'',Is a gown eaten by rabbits?,No,random
is eaten by squirrels,a nut,'',Is a nut eaten by squirrels?,Yes,random
is eaten by squirrels,a bullet,'',Is a bullet eaten by squirrels?,No,random
is eaten with a spoon,a dagger,'',Is a dagger eaten with a spoon?,No,random
is eaten with crackers,cheese,'',Is cheese eaten with crackers?,Yes,random
is eaten with crackers,a marble,'',Is a marble eaten with crackers?,No,random
is eaten with custard,a bagpipe,'',Is a bagpipe eaten with custard?,No,random
is eaten with eggs,bread,'',Is bread eaten with eggs?,Yes,random
is eaten with gravy,a skateboard,'',Is a skateboard eaten with gravy?,No,random
is eaten with wine,a ball,'',Is a ball eaten with wine?,No,random
is edged,a screwdriver,'',Is a screwdriver edged?,No,random
is emulsified,a drill,'',Is a drill emulsified?,No,random
is essential,a harpoon,'',Is a harpoon essential?,No,random
is evergreen,a mug,'',Is a mug evergreen?,No,random
is extinct in the United Kingdom,an elm tree,'',Is an elm tree extinct in the united kingdom?,Yes,random
is fastened at the front,a helmet,'',Is a helmet fastened at the front?,Yes,random
is fastened at the front,a duck,'',Is a duck fastened at the front?,No,random
is faster than walking,a bicycle,'',Is a bicycle faster than walking?,Yes,random
is fed to babies,milk,'',Is milk fed to babies?,Yes,random
is feminine,a fir tree,'',Is a fir tree feminine?,No,random
is fermented,whiskey,'',Is whiskey fermented?,Yes,random
is fine-grained,flour,'',Is flour fine-grained?,Yes,random
is fired from guns,a bullet,'',Is a bullet fired from guns?,Yes,random
is flaky,a cod,'',Is a cod flaky?,Yes,random
is flammable,a toaster,'',Is a toaster flammable?,No,random
is flown,a rocket,'',Is a rocket flown?,Yes,random
is footwear,a rollerskate,'',Is a rollerskate footwear?,Yes,random
is for a ruler,a thumb,'',Is a thumb for a ruler?,No,random
is for small animals,a scalpel,'',Is a scalpel for small animals?,No,random
is for toddlers,a cradle,'',Is a cradle for toddlers?,Yes,random
is for toddlers,a sweater,'',Is a sweater for toddlers?,No,random
is for work,a crab,'',Is a crab for work?,No,random
is found in a harbor,a tugboat,'',Is a tugboat found in a harbor?,Yes,random
is found in airports,an airplane,'',Is an airplane found in airports?,Yes,random
is found in bathrooms,a slug,'',Is a slug found in bathrooms?,No,random
is found in circuses,a pine tree,'',Is a pine tree found in circuses?,No,random
is found in grass,a buttercup,'',Is a buttercup found in grass?,Yes,random
is found in hospitals,an ambulance,'',Is an ambulance found in hospitals?,Yes,random
is found in libraries,a lip,'',Is a lip found in libraries?,No,random
is found in pods,a bean,'',Is a bean found in pods?,Yes,random
is found in pods,a refrigerator,'',Is a refrigerator found in pods?,No,random
is found in the arctic,an elm tree,'',Is an elm tree found in the arctic?,No,random
is found in the chest,a heart,'',Is a heart found in the chest?,Yes,random
is found in unhygienic conditions,a bagpipe,'',Is a bagpipe found in unhygienic conditions?,No,random
is found in warm waters,a seahorse,'',Is a seahorse found in warm waters?,Yes,random
is found on hills,a squirrel,'',Is a squirrel found on hills?,No,random
is found on ships,a harpoon,'',Is a harpoon found on ships?,Yes,random
is found on the side of head,an ear,'',Is an ear found on the side of head?,Yes,random
is found outdoors,a swing,'',Is a swing found outdoors?,Yes,random
is fragile and delicate,bacon,'',Is bacon fragile and delicate?,No,random
is frozen,yoghurt,'',Is yoghurt frozen?,Yes,random
is frozen,a wheelbarrow,'',Is a wheelbarrow frozen?,No,random
is fruity,jelly,'',Is jelly fruity?,Yes,random
is given on valentines day,a rose,'',Is a rose given on valentines day?,Yes,random
is gloopy,mayonnaise,'',Is mayonnaise gloopy?,Yes,random
is good for digestion,a prune,'',Is a prune good for digestion?,Yes,random
is good for soil,a worm,'',Is a worm good for soil?,Yes,random
is grainy,sugar,'',Is sugar grainy?,Yes,random
is ground,flour,'',Is flour ground?,Yes,random
is grown in fields,corn,'',Is corn grown in fields?,Yes,random
is grown in paddy fields,rice,'',Is rice grown in paddy fields?,Yes,random
is grown in paddy fields,a sword,'',Is a sword grown in paddy fields?,No,random
is grown in summer,an asparagus,'',Is an asparagus grown in summer?,Yes,random
is grown in summer,a goose,'',Is a goose grown in summer?,No,random
is grown in warm climate,a sandwich,'',Is a sandwich grown in warm climate?,No,random
is hard to get off,a pelican,'',Is a pelican hard to get off?,No,random
is hard to open,a television,'',Is a television hard to open?,No,random
is hard when raw,a cup,'',Is a cup hard when raw?,No,random
is headwear,a cap,'',Is a cap headwear?,Yes,random
is heart shaped,strawberry,'',Is strawberry heart shaped?,Yes,random
is held by ropes,a swing,'',Is a swing held by ropes?,Yes,random
is held in hand,a finger,'',Is a finger held in hand?,No,random
is held under the chin,a violin,'',Is a violin held under the chin?,Yes,random
is hit with a stick,a spatula,'',Is a spatula hit with a stick?,No,random
is hunted,an eel,'',Is an eel hunted?,Yes,random
is hunted by foxes,a chicken,'',Is a chicken hunted by foxes?,Yes,random
is hunted by humans,a hose,'',Is a hose hunted by humans?,No,random
is hunted by whales,a penguin,'',Is a penguin hunted by whales?,Yes,random
is in a tea bag,tea,'',Is tea in a tea bag?,Yes,random
is in the centre of the face,a nose,'',Is a nose in the centre of the face?,Yes,random
is indulgent,ice cream,'',Is ice cream indulgent?,Yes,random
is involved in movement,a seagull,'',Is a seagull involved in movement?,No,random
is ironed,a basin,'',Is a basin ironed?,No,random
is juicy,a moped,'',Is a moped juicy?,No,random
is kept in a hutch,a hedgehog,'',Is a hedgehog kept in a hutch?,No,random
is kept in falconries,a falcon,'',Is a falcon kept in falconries?,Yes,random
is kept in falconries,a swan,'',Is a swan kept in falconries?,No,random
is kept in vinegar,a gherkin,'',Is a gherkin kept in vinegar?,Yes,random
is killed by salt,a snail,'',Is a snail killed by salt?,Yes,random
is killed by salt,a kangaroo,'',Is a kangaroo killed by salt?,No,random
is killed for ivory,an elephant,'',Is an elephant killed for ivory?,Yes,random
is killed for ivory,a hornet,'',Is a hornet killed for ivory?,No,random
is knee length,a cannon,'',Is a cannon knee length?,No,random
is known as the king of the jungle,a lorry,'',Is a lorry known as the king of the jungle?,No,random
is known to have short memory,a goldfish,'',Is a goldfish known to have short memory?,Yes,random
is known to have short memory,a nightingale,'',Is a nightingale known to have short memory?,No,random
is known to headbutt,a shrimp,'',Is a shrimp known to headbutt?,No,random
is light when empty,a bucket,'',Is a bucket light when empty?,Yes,random
is liquid,beer,'',Is beer liquid?,Yes,random
is low-powered,a moped,'',Is a moped low-powered?,Yes,random
is luxurious,butter,'',Is butter luxurious?,No,random
is made by bakers,bread,'',Is bread made by bakers?,Yes,random
is made by boiling fruit,jam,'',Is jam made by boiling fruit?,Yes,random
is made by boiling fruit,a mug,'',Is a mug made by boiling fruit?,No,random
is made from grapes,wine,'',Is wine made from grapes?,Yes,random
is made from grapes,a bus,'',Is a bus made from grapes?,No,random
is made from sugarcane,a swing,'',Is a swing made from sugarcane?,No,random
is made in a mill,a soup,'',Is a soup made in a mill?,No,random
is made of alcohol,brandy,'',Is brandy made of alcohol?,Yes,random
is made of alcohol,a moose,'',Is a moose made of alcohol?,No,random
is made of blood vessels,a heart,'',Is a heart made of blood vessels?,Yes,random
is made of calcium carbonate,a scallop,'',Is a scallop made of calcium carbonate?,Yes,random
is made of churned milk,butter,'',Is butter made of churned milk?,Yes,random
is made of connective tissue,a thumb,'',Is a thumb made of connective tissue?,Yes,random
is made of elastic,a belt,'',Is a belt made of elastic?,Yes,random
is made of elastic,a spoon,'',Is a spoon made of elastic?,No,random
is made of fermented grain,a caterpillar,'',Is a caterpillar made of fermented grain?,No,random
is made of fermented milk,yoghurt,'',Is yoghurt made of fermented milk?,Yes,random
is made of fibres,a heart,'',Is a heart made of fibres?,Yes,random
is made of flesh,a barrel,'',Is a barrel made of flesh?,No,random
is made of fruit and sugar,jelly,'',Is jelly made of fruit and sugar?,Yes,random
is made of fruit and sugar,a wolf,'',Is a wolf made of fruit and sugar?,No,random
is made of grapes,wine,'',Is wine made of grapes?,Yes,random
is made of grapes,a shovel,'',Is a shovel made of grapes?,No,random
is made of ground grain,flour,'',Is flour made of ground grain?,Yes,random
is made of iron,a dice,'',Is a dice made of iron?,No,random
is made of juniper berries,gin,'',Is gin made of juniper berries?,Yes,random
is made of keratin,a dishwasher,'',Is a dishwasher made of keratin?,No,random
is made of malt,whiskey,'',Is whiskey made of malt?,Yes,random
is made of minerals,radish,'',Is radish made of minerals?,No,random
is made of muscles,an arm,'',Is an arm made of muscles?,Yes,random
is made of muscles,a club,'',Is a club made of muscles?,No,random
is made of neoprene,a wetsuit,'',Is a wetsuit made of neoprene?,Yes,random
is made of neoprene,butter,'',Is butter made of neoprene?,No,random
is made of sheer fabric,a veil,'',Is a veil made of sheer fabric?,Yes,random
is made of small parts,a chandelier,'',Is a chandelier made of small parts?,Yes,random
is made of stretchy material,a leotard,'',Is a leotard made of stretchy material?,Yes,random
is made of tissue,a buggy,'',Is a buggy made of tissue?,No,random
is made of two slices of bread,a sandwich,'',Is a sandwich made of two slices of bread?,Yes,random
is made using flour,bread,'',Is bread made using flour?,Yes,random
is made with jelly mix,pumpkin,'',Is pumpkin made with jelly mix?,No,random
is manmade,a jacket,'',Is a jacket manmade?,Yes,random
is manned by a crew,a ship,'',Is a ship manned by a crew?,Yes,random
is modern,a blender,'',Is a blender modern?,Yes,random
is moveable,a lorry,'',Is a lorry moveable?,Yes,random
is not flammable,a tambourine,'',Is a tambourine not flammable?,No,random
is often eaten for breakfast,a heart,'',Is a heart often eaten for breakfast?,No,random
is often eaten with cream,earmuffs,'',Is earmuffs often eaten with cream?,No,random
is often sold by kids,lemonade,'',Is lemonade often sold by kids?,Yes,random
is on Christmas cards,a robin,'',Is a robin on christmas cards?,Yes,random
is on the foot,kiwi,'',Is kiwi on the foot?,No,random
is operated by humans,an oil tanker,'',Is an oil tanker operated by humans?,Yes,random
is operated by humans,a sink,'',Is a sink operated by humans?,No,random
is operated by sailors,a boat,'',Is a boat operated by sailors?,Yes,random
is operated by sailors,a swimsuit,'',Is a swimsuit operated by sailors?,No,random
is ornamental,a typewriter,'',Is a typewriter ornamental?,No,random
is part of a suit,a jacket,'',Is a jacket part of a suit?,Yes,random
is part of the circulatory system,a dog,'',Is a dog part of the circulatory system?,No,random
is peaty,a belt,'',Is a belt peaty?,No,random
is perishable,cabbage,'',Is cabbage perishable?,Yes,random
is perishable,a salmon,'',Is a salmon perishable?,No,random
is pickled,cucumber,'',Is cucumber pickled?,Yes,random
is pickled,a ferry,'',Is a ferry pickled?,No,random
is pink when cooked,a prawn,'',Is a prawn pink when cooked?,Yes,random
is pink when cooked,a sardine,'',Is a sardine pink when cooked?,No,random
is planted,a tulip,'',Is a tulip planted?,Yes,random
is played by a saxophonist,a saxophone,'',Is a saxophone played by a saxophonist?,Yes,random
is played by a violinist,flour,'',Is flour played by a violinist?,No,random
is played by an organist,a robe,'',Is a robe played by an organist?,No,random
is played by cellists,a cello,'',Is a cello played by cellists?,Yes,random
is played by cellists,a peeler,'',Is a peeler played by cellists?,No,random
is played by music bands,grape,'',Is grape played by music bands?,No,random
is played by musicians,a guitar,'',Is a guitar played by musicians?,Yes,random
is played by people in kilts,a bagpipe,'',Is a bagpipe played by people in kilts?,Yes,random
is played by pressing keys,a harpsichord,'',Is a harpsichord played by pressing keys?,Yes,random
is played in brass bands,a tuba,'',Is a tuba played in brass bands?,Yes,random
is played sitting down,a piano,'',Is a piano played sitting down?,Yes,random
is played with,a ball,'',Is a ball played with?,Yes,random
is played with a bow,sugar,'',Is sugar played with a bow?,No,random
is played with a pick,a guitar,'',Is a guitar played with a pick?,Yes,random
is played with hands,a frisbee,'',Is a frisbee played with hands?,Yes,random
is played with hands,a deckchair,'',Is a deckchair played with hands?,No,random
is popular in country music,a banjo,'',Is a banjo popular in country music?,Yes,random
is pork,a rollerskate,'',Is a rollerskate pork?,No,random
is portable,a violin,'',Is a violin portable?,Yes,random
is powered by air,an owl,'',Is an owl powered by air?,No,random
is pressurised,a currant,'',Is a currant pressurised?,No,random
is preyed on by lions,a zebra,'',Is a zebra preyed on by lions?,Yes,random
is preyed on by lions,ham,'',Is ham preyed on by lions?,No,random
is prickly,pineapple,'',Is pineapple prickly?,Yes,random
is produced by distilling wine,brandy,'',Is brandy produced by distilling wine?,Yes,random
is produced by mammals,a car,'',Is a car produced by mammals?,No,random
is professional clothing,blueberry,'',Is blueberry professional clothing?,No,random
is protective,a cloak,'',Is a cloak protective?,Yes,random
is pulled back,a television,'',Is a television pulled back?,No,random
is pulled by dogs,a kettle,'',Is a kettle pulled by dogs?,No,random
is pulled by oxen,a plow,'',Is a plow pulled by oxen?,Yes,random
is purchased in sets,a plate,'',Is a plate purchased in sets?,Yes,random
is pushed,a wheelbarrow,'',Is a wheelbarrow pushed?,Yes,random
is pushed with feet,a penguin,'',Is a penguin pushed with feet?,No,random
is put into bouquets,a carnation,'',Is a carnation put into bouquets?,Yes,random
is quick to cook,bacon,'',Is bacon quick to cook?,Yes,random
is quick to grow,a caravan,'',Is a caravan quick to grow?,No,random
is red when ripe,a bowl,'',Is a bowl red when ripe?,No,random
is required for movement,a bone,'',Is a bone required for movement?,Yes,random
is required for movement,an oven,'',Is an oven required for movement?,No,random
is required for speaking,a tongue,'',Is a tongue required for speaking?,Yes,random
is reusable,a bag,'',Is a bag reusable?,Yes,random
is rhythmic,a fork,'',Is a fork rhythmic?,No,random
is rigid,a bolt,'',Is a bolt rigid?,Yes,random
is ripe in autumn,a minnow,'',Is a minnow ripe in autumn?,No,random
is seasonal,an asparagus,'',Is an asparagus seasonal?,Yes,random
is served with meat and potatoes,broccoli,'',Is broccoli served with meat and potatoes?,Yes,random
is served with tonic,a flute,'',Is a flute served with tonic?,No,random
is set free at weddings,a dove,'',Is a dove set free at weddings?,Yes,random
is set free at weddings,a fox,'',Is a fox set free at weddings?,No,random
is shaped like a box,a washing machine,'',Is a washing machine shaped like a box?,Yes,random
is shaped like a bulb,turnip,'',Is turnip shaped like a bulb?,Yes,random
