task,QID,AnsRefIDs,Context,Question,Correct Answer
qa2,14,"[8, 10]",John got the milk there. John moved to the garden.,Is the milk in the hallway?,No
qa2,23,"[18, 12]",Mary put down the milk. Mary went back to the hallway.,Is the milk in the hallway?,Yes
qa2,23,"[18, 12]",Mary put down the milk. Mary went back to the hallway.,Is the milk in the bedroom?,No
qa2,43,"[38, 17]",Sandra put down the milk. Sandra travelled to the hallway.,Is the milk in the hallway?,Yes
qa2,43,"[38, 17]",Sandra put down the milk. Sandra travelled to the hallway.,Is the milk in the garden?,No
qa2,22,"[21, 8]",John put down the milk there. John went to the office.,Is the milk in the office?,Yes
qa2,22,"[21, 8]",John put down the milk there. John went to the office.,Is the milk in the hallway?,No
qa2,22,"[18, 15]",Mary left the apple. Mary moved to the office.,Is the apple in the office?,Yes
qa2,22,"[18, 15]",Mary left the apple. Mary moved to the office.,Is the apple in the hallway?,No
qa2,13,"[6, 12]",John took the milk there. John journeyed to the garden.,Is the milk in the garden?,Yes
qa2,13,"[6, 12]",John took the milk there. John journeyed to the garden.,Is the milk in the bedroom?,No
qa2,23,"[21, 22]",Mary got the football there. Mary went to the hallway.,Is the football in the hallway?,Yes
qa2,23,"[21, 22]",Mary got the football there. Mary went to the hallway.,Is the football in the bathroom?,No
qa2,25,"[18, 17]",John left the milk. John journeyed to the garden.,Is the milk in the garden?,Yes
qa2,25,"[18, 17]",John left the milk. John journeyed to the garden.,Is the milk in the hallway?,No
qa2,22,"[20, 18]",Daniel discarded the apple. Daniel moved to the kitchen.,Is the apple in the kitchen?,Yes
qa2,22,"[20, 18]",Daniel discarded the apple. Daniel moved to the kitchen.,Is the apple in the bedroom?,No
qa2,14,"[10, 9]",John left the football. John moved to the bedroom.,Is the football in the bedroom?,Yes
qa2,14,"[10, 9]",John left the football. John moved to the bedroom.,Is the football in the garden?,No
qa2,12,"[7, 8]",Mary picked up the football there. Mary journeyed to the kitchen.,Is the football in the kitchen?,Yes
qa2,12,"[7, 8]",Mary picked up the football there. Mary journeyed to the kitchen.,Is the football in the hallway?,No
qa2,18,"[13, 7]",John discarded the football. John went to the garden.,Is the football in the garden?,Yes
qa2,18,"[13, 7]",John discarded the football. John went to the garden.,Is the football in the bathroom?,No
qa2,11,"[10, 1]",Daniel left the football. Daniel moved to the office.,Is the football in the office?,Yes
qa2,11,"[10, 1]",Daniel left the football. Daniel moved to the office.,Is the football in the hallway?,No
qa2,28,"[25, 26]",Mary got the milk there. Mary went to the bathroom.,Is the milk in the bathroom?,Yes
qa2,28,"[25, 26]",Mary got the milk there. Mary went to the bathroom.,Is the milk in the kitchen?,No
qa2,21,"[20, 7]",John put down the football there. John went back to the garden.,Is the football in the garden?,Yes
qa2,21,"[20, 7]",John put down the football there. John went back to the garden.,Is the football in the kitchen?,No
qa2,17,"[16, 6]",Mary dropped the milk. Mary went to the bathroom.,Is the milk in the bathroom?,Yes
qa2,17,"[16, 6]",Mary dropped the milk. Mary went to the bathroom.,Is the milk in the hallway?,No
qa2,9,"[6, 8]",Sandra grabbed the apple there. Sandra moved to the garden.,Is the apple in the garden?,Yes
qa2,9,"[6, 8]",Sandra grabbed the apple there. Sandra moved to the garden.,Is the apple in the office?,No
qa2,12,"[11, 4]",Daniel discarded the milk. Daniel went to the office.,Is the milk in the office?,Yes
qa2,12,"[11, 4]",Daniel discarded the milk. Daniel went to the office.,Is the milk in the hallway?,No
qa2,16,"[15, 14]",Daniel dropped the football. Daniel journeyed to the hallway.,Is the football in the hallway?,Yes
qa2,16,"[15, 14]",Daniel dropped the football. Daniel journeyed to the hallway.,Is the football in the bathroom?,No
qa2,15,"[8, 3]",Daniel discarded the milk. Daniel went to the garden.,Is the milk in the garden?,Yes
qa2,15,"[8, 3]",Daniel discarded the milk. Daniel went to the garden.,Is the milk in the bedroom?,No
qa2,31,"[29, 26]",Daniel dropped the apple. Daniel journeyed to the bedroom.,Is the apple in the bedroom?,Yes
qa2,31,"[29, 26]",Daniel dropped the apple. Daniel journeyed to the bedroom.,Is the apple in the office?,No
qa2,18,"[17, 16]",John left the milk. John journeyed to the bathroom.,Is the milk in the bathroom?,Yes
qa2,18,"[17, 16]",John left the milk. John journeyed to the bathroom.,Is the milk in the bedroom?,No
qa2,31,"[30, 16]",Daniel put down the milk there. Daniel moved to the garden.,Is the milk in the garden?,Yes
qa2,31,"[30, 16]",Daniel put down the milk there. Daniel moved to the garden.,Is the milk in the kitchen?,No
qa2,10,"[4, 5]",Daniel got the milk there. Daniel journeyed to the bedroom.,Is the milk in the bedroom?,Yes
qa2,10,"[4, 5]",Daniel got the milk there. Daniel journeyed to the bedroom.,Is the milk in the office?,No
qa2,15,"[14, 5]",Daniel discarded the milk. Daniel journeyed to the bedroom.,Is the milk in the bedroom?,Yes
qa2,15,"[14, 5]",Daniel discarded the milk. Daniel journeyed to the bedroom.,Is the milk in the hallway?,No
qa2,29,"[28, 16]",Daniel left the milk. Daniel travelled to the bathroom.,Is the milk in the bathroom?,Yes
qa2,29,"[28, 16]",Daniel left the milk. Daniel travelled to the bathroom.,Is the milk in the bedroom?,No
qa2,26,"[22, 24]",Mary took the football there. Mary went to the bathroom.,Is the football in the bathroom?,Yes
qa2,26,"[22, 24]",Mary took the football there. Mary went to the bathroom.,Is the football in the kitchen?,No
qa2,19,"[17, 12]",Sandra left the milk there. Sandra travelled to the kitchen.,Is the milk in the kitchen?,Yes
qa2,19,"[17, 12]",Sandra left the milk there. Sandra travelled to the kitchen.,Is the milk in the garden?,No
qa2,24,"[23, 19]",Mary left the apple. Mary travelled to the kitchen.,Is the apple in the kitchen?,Yes
qa2,24,"[23, 19]",Mary left the apple. Mary travelled to the kitchen.,Is the apple in the office?,No
qa2,29,"[26, 27]",Mary picked up the apple there. Mary travelled to the office.,Is the apple in the office?,Yes
qa2,29,"[26, 27]",Mary picked up the apple there. Mary travelled to the office.,Is the apple in the bedroom?,No
qa2,8,"[6, 4]",John dropped the football. John moved to the kitchen.,Is the football in the kitchen?,Yes
qa2,8,"[6, 4]",John dropped the football. John moved to the kitchen.,Is the football in the bedroom?,No
qa4,3,[2],The kitchen is south of the garden.,Is the garden north of the kitchen?,Yes
qa4,3,[2],The kitchen is south of the garden.,Is the garden north of the garden?,No
qa4,3,[1],The bedroom is west of the hallway.,Is the hallway east of the bedroom?,Yes
qa4,3,[1],The bedroom is west of the hallway.,Is the hallway east of the garden?,No
qa4,3,[1],The bedroom is east of the kitchen.,Is the kitchen west of the bedroom?,Yes
qa4,3,[1],The bedroom is east of the kitchen.,Is the kitchen west of the kitchen?,No
qa4,3,[2],The kitchen is south of the hallway.,Is the kitchen south of the hallway?,Yes
qa4,3,[2],The kitchen is south of the hallway.,Is the bedroom south of the hallway?,No
qa4,3,[2],The bathroom is north of the bedroom.,Is the bedroom south of the bathroom?,Yes
qa4,3,[2],The bathroom is north of the bedroom.,Is the bedroom south of the bedroom?,No
qa4,3,[2],The hallway is west of the kitchen.,Is the hallway west of the kitchen?,Yes
qa4,3,[2],The hallway is west of the kitchen.,Is the office west of the kitchen?,No
qa4,3,[2],The bathroom is south of the office.,Is the bathroom south of the office?,Yes
qa4,3,[2],The bathroom is south of the office.,Is the hallway south of the office?,No
qa4,3,[1],The garden is south of the hallway.,Is the garden south of the hallway?,Yes
qa4,3,[1],The garden is south of the hallway.,Is the kitchen south of the hallway?,No
qa4,3,[2],The office is south of the bedroom.,Is the office south of the bedroom?,Yes
qa4,3,[2],The office is south of the bedroom.,Is the kitchen south of the bedroom?,No
qa4,3,[1],The kitchen is east of the bedroom.,Is the kitchen east of the bedroom?,Yes
qa4,3,[1],The kitchen is east of the bedroom.,Is the hallway east of the bedroom?,No
qa4,3,[1],The bathroom is east of the garden.,Is the bathroom east of the garden?,Yes
qa4,3,[1],The bathroom is east of the garden.,Is the hallway east of the garden?,No
qa4,3,[2],The hallway is north of the garden.,Is the hallway north of the garden?,Yes
qa4,3,[2],The hallway is north of the garden.,Is the kitchen north of the garden?,No
qa4,3,[2],The kitchen is west of the bathroom.,Is the bathroom east of the kitchen?,Yes
qa4,3,[2],The kitchen is west of the bathroom.,Is the bathroom east of the bathroom?,No
qa4,3,[2],The bathroom is east of the garden.,Is the bathroom east of the garden?,Yes
qa4,3,[2],The bathroom is east of the garden.,Is the garden east of the garden?,No
qa4,3,[1],The hallway is west of the garden.,Is the garden east of the hallway?,Yes
qa4,3,[1],The hallway is west of the garden.,Is the garden east of the kitchen?,No
qa4,3,[1],The bathroom is east of the garden.,Is the garden west of the bathroom?,Yes
qa4,3,[1],The bathroom is east of the garden.,Is the garden west of the garden?,No
qa4,3,[2],The garden is west of the office.,Is the garden west of the office?,Yes
qa4,3,[2],The garden is west of the office.,Is the bathroom west of the office?,No
qa4,3,[2],The bathroom is north of the garden.,Is the garden south of the bathroom?,Yes
qa4,3,[2],The bathroom is north of the garden.,Is the garden south of the hallway?,No
qa4,3,[2],The bathroom is east of the hallway.,Is the hallway west of the bathroom?,Yes
qa4,3,[2],The bathroom is east of the hallway.,Is the hallway west of the bedroom?,No
qa4,3,[2],The hallway is north of the kitchen.,Is the hallway north of the kitchen?,Yes
qa4,3,[2],The hallway is north of the kitchen.,Is the office north of the kitchen?,No
qa4,3,[1],The garden is north of the office.,Is the office south of the garden?,Yes
qa4,3,[1],The garden is north of the office.,Is the office south of the bathroom?,No
qa4,3,[1],The hallway is north of the bathroom.,Is the bathroom south of the hallway?,Yes
qa4,3,[1],The hallway is north of the bathroom.,Is the bathroom south of the garden?,No
qa4,3,[1],The garden is north of the office.,Is the garden north of the office?,Yes
qa4,3,[1],The garden is north of the office.,Is the hallway north of the office?,No
qa4,3,[2],The hallway is west of the bathroom.,Is the hallway west of the bathroom?,Yes
qa4,3,[2],The hallway is west of the bathroom.,Is the garden west of the bathroom?,No
qa4,3,[2],The bathroom is west of the garden.,Is the bathroom west of the garden?,Yes
qa4,3,[2],The bathroom is west of the garden.,Is the office west of the garden?,No
qa4,3,[1],The hallway is south of the bathroom.,Is the hallway south of the bathroom?,Yes
qa4,3,[1],The hallway is south of the bathroom.,Is the office south of the bathroom?,No
qa4,3,[2],The hallway is south of the bedroom.,Is the bedroom north of the hallway?,Yes
qa4,3,[2],The hallway is south of the bedroom.,Is the bedroom north of the kitchen?,No
qa4,3,[2],The kitchen is north of the bathroom.,Is the bathroom south of the kitchen?,Yes
qa4,3,[2],The kitchen is north of the bathroom.,Is the bathroom south of the office?,No
qa4,3,[1],The office is north of the kitchen.,Is the kitchen south of the office?,Yes
qa4,3,[1],The office is north of the kitchen.,Is the kitchen south of the hallway?,No
qa4,3,[2],The office is south of the garden.,Is the garden north of the office?,Yes
qa4,3,[2],The office is south of the garden.,Is the garden north of the hallway?,No
qa4,3,[1],The bedroom is east of the kitchen.,Is the kitchen west of the bedroom?,Yes
qa4,3,[1],The bedroom is east of the kitchen.,Is the kitchen west of the bathroom?,No
qa4,3,[1],The kitchen is west of the garden.,Is the garden east of the kitchen?,Yes
qa4,3,[1],The kitchen is west of the garden.,Is the garden east of the office?,No
qa4,3,[1],The garden is north of the bedroom.,Is the bedroom south of the garden?,Yes
qa4,3,[1],The garden is north of the bedroom.,Is the bedroom south of the bathroom?,No
qa4,3,[2],The office is west of the bathroom.,Is the office west of the bathroom?,Yes
qa4,3,[2],The office is west of the bathroom.,Is the bedroom west of the bathroom?,No
qa4,3,[2],The bedroom is west of the kitchen.,Is the bedroom west of the kitchen?,Yes
qa4,3,[2],The bedroom is west of the kitchen.,Is the kitchen west of the kitchen?,No
qa4,3,[1],The hallway is west of the garden.,Is the garden east of the hallway?,Yes
qa4,3,[1],The hallway is west of the garden.,Is the garden east of the garden?,No
qa4,3,[1],The bedroom is east of the garden.,Is the garden west of the bedroom?,Yes
qa4,3,[1],The bedroom is east of the garden.,Is the garden west of the office?,No
qa4,3,[2],The bathroom is south of the office.,Is the office north of the bathroom?,Yes
qa4,3,[2],The bathroom is south of the office.,Is the office north of the office?,No
qa4,3,[1],The bathroom is west of the bedroom.,Is the bedroom east of the bathroom?,Yes
qa4,3,[1],The bathroom is west of the bedroom.,Is the bedroom east of the office?,No
qa4,3,[2],The bathroom is west of the office.,Is the office east of the bathroom?,Yes
qa4,3,[2],The bathroom is west of the office.,Is the office east of the kitchen?,No
qa4,3,[1],The bathroom is north of the garden.,Is the bathroom north of the garden?,Yes
qa4,3,[1],The bathroom is north of the garden.,Is the office north of the garden?,No
qa4,3,[1],The hallway is west of the office.,Is the hallway west of the office?,Yes
qa4,3,[1],The hallway is west of the office.,Is the bathroom west of the office?,No
qa4,3,[1],The hallway is west of the kitchen.,Is the hallway west of the kitchen?,Yes
qa4,3,[1],The hallway is west of the kitchen.,Is the kitchen west of the kitchen?,No
qa4,3,[2],The office is east of the bathroom.,Is the bathroom west of the office?,Yes
qa4,3,[2],The office is east of the bathroom.,Is the bathroom west of the bedroom?,No
qa4,3,[1],The bathroom is west of the kitchen.,Is the kitchen east of the bathroom?,Yes
qa4,3,[1],The bathroom is west of the kitchen.,Is the kitchen east of the office?,No
qa4,3,[1],The kitchen is south of the bedroom.,Is the kitchen south of the bedroom?,Yes
qa4,3,[1],The kitchen is south of the bedroom.,Is the office south of the bedroom?,No
qa4,3,[2],The bathroom is south of the kitchen.,Is the kitchen north of the bathroom?,Yes
qa4,3,[2],The bathroom is south of the kitchen.,Is the kitchen north of the kitchen?,No
qa4,3,[2],The kitchen is north of the hallway.,Is the kitchen north of the hallway?,Yes
qa4,3,[2],The kitchen is north of the hallway.,Is the bathroom north of the hallway?,No
qa4,3,[2],The kitchen is west of the hallway.,Is the kitchen west of the hallway?,Yes
qa4,3,[2],The kitchen is west of the hallway.,Is the bedroom west of the hallway?,No
qa4,3,[1],The kitchen is north of the garden.,Is the garden south of the kitchen?,Yes
qa4,3,[1],The kitchen is north of the garden.,Is the garden south of the garden?,No
qa6,3,[2],John moved to the bedroom.,Is John in the kitchen?,No
qa6,9,[5],John went to the garden.,Is John in the garden?,Yes
qa6,15,[10],Daniel travelled to the bathroom.,Is Daniel in the bedroom?,No
qa6,9,[8],Daniel went to the hallway.,Is Daniel in the hallway?,Yes
qa6,6,[1],John journeyed to the hallway.,Is John in the hallway?,Yes
qa6,15,[8],Daniel went back to the garden.,Is Daniel in the bedroom?,No
qa6,9,[7],Daniel moved to the bathroom.,Is Daniel in the bathroom?,Yes
qa6,12,[11],Sandra journeyed to the hallway.,Is Sandra in the bedroom?,No
qa6,15,[13],Sandra went back to the kitchen.,Is Sandra in the kitchen?,Yes
qa6,9,[8],Sandra moved to the kitchen.,Is Sandra in the office?,No
qa6,3,[2],John travelled to the kitchen.,Is John in the kitchen?,Yes
qa6,15,[14],John journeyed to the bathroom.,Is John in the garden?,No
qa6,9,[8],John went to the bedroom.,Is John in the kitchen?,No
qa6,6,[1],Daniel travelled to the hallway.,Is Daniel in the hallway?,Yes
qa6,12,[5],Daniel went back to the office.,Is Daniel in the bedroom?,No
qa6,15,[8],Mary went back to the garden.,Is Mary in the hallway?,No
qa6,6,[1],John went back to the hallway.,Is John in the bathroom?,No
qa6,9,[4],Mary moved to the kitchen.,Is Mary in the office?,No
qa6,3,[2],Daniel travelled to the garden.,Is Daniel in the kitchen?,No
qa6,6,[2],Daniel travelled to the garden.,Is Daniel in the garden?,Yes
qa6,9,[2],Daniel travelled to the garden.,Is Daniel in the bedroom?,No
qa6,6,[2],John journeyed to the kitchen.,Is John in the hallway?,No
qa6,6,[5],Sandra moved to the garden.,Is Sandra in the garden?,Yes
qa6,3,[2],John moved to the hallway.,Is John in the bedroom?,No
qa6,9,[5],Daniel journeyed to the kitchen.,Is Daniel in the kitchen?,Yes
qa6,12,[7],John went to the office.,Is John in the office?,Yes
qa6,12,[10],Sandra went to the kitchen.,Is Sandra in the kitchen?,Yes
qa6,15,[11],Daniel journeyed to the hallway.,Is Daniel in the hallway?,Yes
qa6,14,[10],John moved to the office.,Is John in the hallway?,No
qa6,3,[2],Sandra went back to the kitchen.,Is Sandra in the kitchen?,Yes
qa6,12,[7],John went back to the office.,Is John in the office?,Yes
qa6,3,[1],John travelled to the kitchen.,Is John in the kitchen?,Yes
qa6,12,[10],Mary went back to the hallway.,Is Mary in the kitchen?,No
qa6,9,[8],Sandra went to the bathroom.,Is Sandra in the office?,No
qa6,15,[10],Daniel went to the bedroom.,Is Daniel in the bedroom?,Yes
qa6,15,[10],Mary journeyed to the kitchen.,Is Mary in the kitchen?,Yes
qa6,15,[11],Sandra moved to the hallway.,Is Sandra in the bedroom?,No
qa6,3,[2],Sandra went back to the bedroom.,Is Sandra in the bedroom?,Yes
qa6,6,[2],Sandra went back to the bedroom.,Is Sandra in the kitchen?,No
qa6,15,[14],John moved to the office.,Is John in the office?,Yes
qa6,6,[5],Mary journeyed to the office.,Is Mary in the hallway?,No
qa6,6,[1],Sandra journeyed to the garden.,Is Sandra in the garden?,Yes
qa6,9,[2],Mary went back to the bedroom.,Is Mary in the bathroom?,No
qa6,3,[2],John moved to the garden.,Is John in the bedroom?,No
qa6,12,[10],Sandra went back to the office.,Is Sandra in the bedroom?,No
qa6,15,[14],Mary travelled to the bathroom.,Is Mary in the bathroom?,Yes
qa6,12,[10],Daniel journeyed to the office.,Is Daniel in the office?,Yes
qa6,17,[15],Daniel journeyed to the hallway.,Is Daniel in the garden?,No
qa6,12,[5],Mary moved to the kitchen.,Is Mary in the garden?,No
qa6,6,[4],Sandra went to the bedroom.,Is Sandra in the bedroom?,Yes
qa6,9,[7],Mary travelled to the hallway.,Is Mary in the hallway?,Yes
qa6,6,[2],John went back to the garden.,Is John in the garden?,Yes
qa6,15,[11],Mary journeyed to the garden.,Is Mary in the office?,No
qa6,6,[1],Mary moved to the office.,Is Mary in the office?,Yes
qa6,6,[4],Sandra went to the bathroom.,Is Sandra in the office?,No
qa6,3,[1],John went back to the garden.,Is John in the kitchen?,No
qa6,3,[2],John went to the bedroom.,Is John in the bedroom?,Yes
qa6,9,[8],John travelled to the bathroom.,Is John in the bathroom?,Yes
qa6,15,[8],Sandra moved to the bathroom.,Is Sandra in the office?,No
qa6,3,[2],Sandra travelled to the garden.,Is Sandra in the bedroom?,No
qa6,12,[10],Mary moved to the kitchen.,Is Mary in the kitchen?,Yes
qa6,6,[4],John went back to the kitchen.,Is John in the kitchen?,Yes
qa6,9,[2],Daniel journeyed to the kitchen.,Is Daniel in the garden?,No
qa6,15,[14],John went back to the kitchen.,Is John in the garden?,No
qa6,3,[1],Sandra moved to the hallway.,Is Sandra in the hallway?,Yes
qa6,3,[1],Mary travelled to the kitchen.,Is Mary in the kitchen?,Yes
qa6,6,[1],Mary went to the bathroom.,Is Mary in the bedroom?,No
qa6,15,[10],Daniel went to the office.,Is Daniel in the kitchen?,No
qa6,3,[1],Mary moved to the garden.,Is Mary in the garden?,Yes
qa6,15,[13],John moved to the kitchen.,Is John in the kitchen?,Yes
qa6,12,[5],Sandra moved to the hallway.,Is Sandra in the hallway?,Yes
qa6,15,[10],John travelled to the bedroom.,Is John in the kitchen?,No
qa6,3,[2],John moved to the bathroom.,Is John in the bedroom?,No
qa6,15,[11],Mary journeyed to the hallway.,Is Mary in the hallway?,Yes
qa6,15,[13],Mary went back to the kitchen.,Is Mary in the hallway?,No
qa6,15,[14],Daniel went back to the hallway.,Is Daniel in the bedroom?,No
qa6,15,[14],Daniel went back to the office.,Is Daniel in the office?,Yes
qa6,15,[14],Sandra went back to the bathroom.,Is Sandra in the bathroom?,Yes
qa6,9,[5],Daniel moved to the hallway.,Is Daniel in the bedroom?,No
qa6,9,[7],Daniel went back to the kitchen.,Is Daniel in the kitchen?,Yes
qa6,9,[2],Daniel went back to the office.,Is Daniel in the office?,Yes
qa6,3,[1],Mary went back to the garden.,Is Mary in the office?,No
qa6,15,[14],Sandra moved to the kitchen.,Is Sandra in the garden?,No
qa6,9,[7],Sandra went back to the garden.,Is Sandra in the garden?,Yes
qa6,9,[5],Sandra went to the garden.,Is Sandra in the kitchen?,No
qa6,15,[10],Daniel travelled to the bathroom.,Is Daniel in the office?,No
qa6,9,[2],Sandra went to the hallway.,Is Sandra in the office?,No
qa6,15,[8],Mary travelled to the hallway.,Is Mary in the hallway?,Yes
qa6,15,[14],Mary moved to the bathroom.,Is Mary in the bathroom?,Yes
qa6,9,[5],John went back to the garden.,Is John in the garden?,Yes
qa6,6,[5],Sandra went to the bedroom.,Is Sandra in the bathroom?,No
qa6,3,[2],Mary journeyed to the office.,Is Mary in the office?,Yes
qa6,3,[1],John journeyed to the hallway.,Is John in the office?,No
qa6,15,[14],Sandra went back to the kitchen.,Is Sandra in the kitchen?,Yes
qa6,9,[5],Sandra moved to the bathroom.,Is Sandra in the office?,No
qa6,15,[10],Sandra went back to the garden.,Is Sandra in the garden?,Yes
qa6,12,[10],John moved to the hallway.,Is John in the hallway?,Yes
qa6,9,[8],Sandra went back to the garden.,Is Sandra in the kitchen?,No
qa6,9,[7],Daniel moved to the garden.,Is Daniel in the garden?,Yes
qa6,6,[5],Daniel journeyed to the hallway.,Is Daniel in the kitchen?,No
qa9,9,[8],Mary went back to the kitchen.,Is Mary in the garden?,No
qa9,15,[11],Mary journeyed to the kitchen.,Is Mary in the kitchen?,Yes
qa9,15,[14],Sandra is no longer in the kitchen.,Is Sandra in the kitchen?,No
qa9,15,[14],Mary went back to the kitchen.,Is Mary in the kitchen?,Yes
qa9,9,[7],Sandra is no longer in the hallway.,Is Sandra in the hallway?,No
qa9,9,[8],Mary is in the bedroom.,Is Mary in the bedroom?,Yes
qa9,9,[7],Daniel travelled to the office.,Is Daniel in the bathroom?,No
qa9,15,[13],Mary went back to the bathroom.,Is Mary in the garden?,No
qa9,6,[5],Mary is in the bathroom.,Is Mary in the bathroom?,Yes
qa9,6,[5],Sandra is not in the kitchen.,Is Sandra in the kitchen?,No
qa9,12,[11],John is in the kitchen.,Is John in the kitchen?,Yes
qa9,15,[13],Sandra is no longer in the kitchen.,Is Sandra in the kitchen?,No
qa9,15,[13],Sandra journeyed to the bathroom.,Is Sandra in the bathroom?,Yes
qa9,15,[13],John went back to the bathroom.,Is John in the bathroom?,Yes
qa9,6,[5],Daniel went back to the bathroom.,Is Daniel in the kitchen?,No
qa9,9,[7],Mary is in the hallway.,Is Mary in the hallway?,Yes
qa9,12,[7],Mary is in the hallway.,Is Mary in the garden?,No
qa9,12,[11],Daniel is no longer in the bathroom.,Is Daniel in the bathroom?,No
qa9,12,[10],John went back to the garden.,Is John in the garden?,Yes
qa9,6,[4],Mary travelled to the garden.,Is Mary in the garden?,Yes
qa9,9,[7],Mary travelled to the office.,Is Mary in the garden?,No
qa9,15,[14],John went to the bedroom.,Is John in the hallway?,No
qa9,6,[4],John went to the garden.,Is John in the kitchen?,No
qa9,3,[2],Daniel is no longer in the bedroom.,Is Daniel in the bedroom?,No
qa9,15,[8],Mary went back to the kitchen.,Is Mary in the kitchen?,Yes
qa9,6,[4],Mary moved to the bathroom.,Is Mary in the bathroom?,Yes
qa9,9,[8],Daniel journeyed to the office.,Is Daniel in the office?,Yes
qa9,12,[8],Sandra is no longer in the hallway.,Is Sandra in the hallway?,No
qa9,3,[2],Sandra is in the hallway.,Is Sandra in the hallway?,Yes
qa9,6,[4],John is no longer in the hallway.,Is John in the hallway?,No
qa9,9,[7],Sandra went to the garden.,Is Sandra in the garden?,Yes
qa9,12,[11],Mary is in the bedroom.,Is Mary in the bedroom?,Yes
qa9,6,[5],John is no longer in the bedroom.,Is John in the bedroom?,No
qa9,3,[2],John is in the bedroom.,Is John in the bedroom?,Yes
qa9,3,[2],Daniel travelled to the garden.,Is Daniel in the garden?,Yes
qa9,15,[11],Sandra is no longer in the bathroom.,Is Sandra in the bathroom?,No
qa9,15,[13],John went to the office.,Is John in the office?,Yes
qa9,12,[11],Mary travelled to the bathroom.,Is Mary in the kitchen?,No
qa9,15,[8],John moved to the bathroom.,Is John in the bedroom?,No
qa9,6,[2],Sandra moved to the hallway.,Is Sandra in the hallway?,Yes
qa9,15,[13],Sandra journeyed to the kitchen.,Is Sandra in the kitchen?,Yes
qa9,6,[1],Daniel is not in the bathroom.,Is Daniel in the bathroom?,No
qa9,6,[4],Sandra went to the bathroom.,Is Sandra in the bathroom?,Yes
qa9,6,[1],John is no longer in the bathroom.,Is John in the bathroom?,No
qa9,9,[8],Mary went back to the bathroom.,Is Mary in the bathroom?,Yes
qa9,9,[2],Sandra travelled to the kitchen.,Is Sandra in the bedroom?,No
qa9,9,[5],John travelled to the hallway.,Is John in the hallway?,Yes
qa9,9,[7],Daniel moved to the office.,Is Daniel in the hallway?,No
qa9,6,[5],Mary went to the garden.,Is Mary in the garden?,Yes
qa9,9,[8],John is in the bedroom.,Is John in the bedroom?,Yes
qa9,6,[2],Daniel journeyed to the hallway.,Is Daniel in the bedroom?,No
qa9,6,[1],Mary is in the bedroom.,Is Mary in the garden?,No
qa9,15,[11],Daniel went to the kitchen.,Is Daniel in the kitchen?,Yes
qa9,15,[14],Sandra went to the hallway.,Is Sandra in the hallway?,Yes
qa9,9,[8],Daniel is not in the office.,Is Daniel in the office?,No
qa9,15,[14],Mary is in the garden.,Is Mary in the garden?,Yes
qa9,9,[7],John went to the garden.,Is John in the office?,No
qa9,3,[2],Daniel is not in the bathroom.,Is Daniel in the bathroom?,No
qa9,9,[8],Daniel is not in the bathroom.,Is Daniel in the bathroom?,No
qa9,3,[1],John went to the bathroom.,Is John in the bathroom?,Yes
qa9,9,[5],Sandra moved to the hallway.,Is Sandra in the hallway?,Yes
qa9,6,[2],Daniel is no longer in the hallway.,Is Daniel in the hallway?,No
qa9,9,[8],Sandra is in the bathroom.,Is Sandra in the bathroom?,Yes
qa9,15,[13],Sandra went back to the bedroom.,Is Sandra in the bathroom?,No
qa9,6,[4],Daniel is no longer in the kitchen.,Is Daniel in the kitchen?,No
qa9,9,[8],Daniel is in the bedroom.,Is Daniel in the bedroom?,Yes
qa9,15,[14],Mary is not in the kitchen.,Is Mary in the kitchen?,No
qa9,12,[11],Daniel is in the kitchen.,Is Daniel in the kitchen?,Yes
qa9,12,[11],Mary is in the bathroom.,Is Mary in the bathroom?,Yes
qa9,3,[2],John went to the garden.,Is John in the hallway?,No
qa9,15,[14],Mary went back to the office.,Is Mary in the office?,Yes
qa9,15,[13],Sandra travelled to the bedroom.,Is Sandra in the garden?,No
qa9,3,[2],Daniel is in the bathroom.,Is Daniel in the kitchen?,No
qa9,15,[14],Daniel moved to the bedroom.,Is Daniel in the bedroom?,Yes
qa9,15,[14],Daniel moved to the office.,Is Daniel in the office?,Yes
qa9,6,[2],Sandra is in the hallway.,Is Sandra in the hallway?,Yes
qa9,15,[8],John is not in the kitchen.,Is John in the kitchen?,No
qa9,9,[4],Daniel is not in the bathroom.,Is Daniel in the bathroom?,No
qa9,9,[7],Sandra moved to the garden.,Is Sandra in the garden?,Yes
qa9,9,[7],Mary is in the kitchen.,Is Mary in the bedroom?,No
qa9,3,[1],Mary went back to the kitchen.,Is Mary in the kitchen?,Yes
qa9,12,[7],Mary moved to the bathroom.,Is Mary in the bathroom?,Yes
qa9,3,[2],John moved to the garden.,Is John in the office?,No
qa9,3,[2],Daniel travelled to the kitchen.,Is Daniel in the kitchen?,Yes
qa9,6,[5],John is not in the kitchen.,Is John in the kitchen?,No
qa9,15,[13],John is in the garden.,Is John in the office?,No
qa9,6,[4],Daniel went to the hallway.,Is Daniel in the hallway?,Yes
qa9,15,[13],Sandra moved to the office.,Is Sandra in the bedroom?,No
qa9,6,[5],Sandra travelled to the garden.,Is Sandra in the garden?,Yes
qa9,6,[1],John is no longer in the bathroom.,Is John in the bathroom?,No
qa9,3,[1],Mary moved to the office.,Is Mary in the office?,Yes
qa9,15,[11],Sandra went back to the hallway.,Is Sandra in the office?,No
