Question Number,MetaTemplateID,Domain,ItemGroupID,ContextDiff,ContextNum,Context,Question,Correct Answer
173,32,physical-interactions,,other,1,The wheel is moving upward.,Is Chao kicking the wheel?,Yes
84,11,physical-interactions,,antonym,2,Chao is above the ground but the truck is not.,Is Chao climbing on the truck?,Yes
93,26,agent-properties,24.0,other,1,Chao is looking at the sandwich.,Does Chao see the sandwich?,Yes
25,7,physical-dynamics,,antonym,1,The wheel is going underwater.,Is the wheel sinking?,Yes
465,79,agent-properties,117.0,antonym,1,Chao hates playing football less than playing pool.,Does Chao make less effort to play pool than to play football?,Yes
4,1,physical-interactions,,variable_swap,2,The wheel and the nail are touching. Heat is flowing from the nail to the wheel.,Is the wheel cooling the nail?,Yes
608,47,social-relations,152.0,antonym,2,Chao is 35 years younger than Yan.,Is Chao Yan's child?,Yes
196,29,spatial-relations,,negation,2,Chao cannot touch the wheel.,Is the wheel far from Chao?,Yes
188,18,physical-relations,,antonym,2,"If Chao moves the truck, the bed will move too.",Is the truck attached to the bed?,Yes
265,51,agent-properties,67.0,variable swap,1,Chao decided to avoid Ali but not Yan.,Does Chao prefer Yan over Ali?,Yes
484,40,social-relations,121.0,other,2,Chao shares toys with Yan.,Is Chao Yan's sibling?,Yes
117,32,agent-properties,30.0,antonym,1,"Chao recently saw the wheel inside the shop. Earlier, Chao saw the wheel inside the zoo.",Does Chao believe that the wheel is in the shop?,Yes
29,8,physical-dynamics,,antonym,1,The wheel is heavy.,Is the wheel sinking?,Yes
88,22,material-properties,,material,2,The wheel is made of bronze.,Is the wheel not bouncy?,Yes
152,13,physical-relations,,variable swap,2,The airplane is smaller than the truck.,Is the truck outside the airplane?,Yes
48,12,material-properties,,antonym,2,The wheel looks dim.,Is the surface of the wheel matte?,Yes
253,30,social-relations,64.0,antonym,1,Chao lectures Yan.,Is Chao Yan's teacher?,Yes
316,63,agent-properties,79.0,antonym,2,Chao is inadvertently moving toward Yan.,Does Chao not intend to interact with Yan?,Yes
405,78,agent-properties,102.0,antonym,1,Chao is less hesitant to play football than to play pool.,Does Chao make more effort to play football than to play pool?,Yes
20,5,material-properties,,antonym,2,Chao squeezed the wheel. It kept its shape.,Is the wheel hard?,Yes
89,23,social-properties,23.0,antonym,1,Chao often gives instructions.,Is Chao dominant?,Yes
60,15,material-properties,,antonym,2,The wheel is hard to break.,Is the wheel sturdy?,Yes
128,28,social-interactions,32.0,antonym,2,"When interacting with Yan, Chao is being supportive.",Is Chao comforting Yan?,Yes
24,6,social-relations,6.0,antonym,2,Chao dislikes spending time with Yan.,Is Chao Yan's enemy?,Yes
117,30,social-properties,30.0,antonym,1,Chao is hesitant to meet new people.,Is Chao shy?,Yes
105,17,physical-interactions,,antonym,1,The wheel is moving away from Chao.,Is Chao pushing the wheel?,Yes
56,12,social-interactions,14.0,antonym,2,Chao can ski worse than Yan.,Is Chao learning from Yan?,Yes
21,6,social-properties,6.0,negation,1,Chao can be depended upon.,Is Chao trustworthy?,Yes
41,11,material-properties,,material,1,The wheel is made of flannel.,Is the wheel elastic?,Yes
105,23,social-interactions,27.0,antonym,1,Chao is being polite towards Yan.,Is Chao respecting Yan?,Yes
53,14,material-properties,,material,1,The wheel is made of aluminum.,Is the surface of the wheel glossy?,Yes
8,2,quantitative-properties,,antonym,2,There are few staplers relative to keychains.,Are there fewer staplers than keychains?,Yes
489,42,social-relations,123.0,other,1,Chao chose a school for Yan.,Is Chao Yan's parent?,Yes
33,7,quantitative-properties,,number,1,Chao has three staplers and three keychains.,Is the number of staplers and keychains the same?,Yes
32,6,quantitative-properties,,antonym,2,There are nine more staplers in the zoo than in the shop.,Are there fewer staplers in the shop than in the zoo?,Yes
725,86,agent-properties,182.0,variable swap,1,Chao likes Ali less than Yan.,Does Chao make less effort to interact with Ali than with Yan?,Yes
101,28,agent-properties,26.0,antonym,1,The sandwich is outside Chao's mouth.,Does Chao see the sandwich?,Yes
64,14,quantitative-properties,,number,2,There are five staplers in total. There are five staplers in the cooler belonging to Chao.,Does Chao have all of the staplers?,Yes
169,14,physical-relations,,antonym,1,The truck moves with the airplane.,Is the truck inside the airplane?,Yes
493,43,social-relations,124.0,other,1,Chao is 35 years older than Yan.,Is Chao Yan's parent?,Yes
24,6,physical-dynamics,,antonym,2,The wheel is staying at the same altitude.,Is the wheel floating?,Yes
304,60,agent-properties,76.0,antonym,2,Chao is unknowingly moving toward the wheel.,Does Chao not intend to get the wheel?,Yes
40,6,spatial-relations,,antonym,2,The nail is above the wheel.,Is the wheel below the nail?,Yes
180,25,spatial-relations,,antonym,2,The shop is to the right of Chao. Chao turns left.,Is the shop behind Chao?,Yes
349,72,agent-properties,88.0,negation,1,Chao wants the wheel.,Does Chao make an effort to get the wheel?,Yes
357,74,agent-properties,90.0,antonym,1,Chao deliberately approaches Yan.,Does Chao make an effort to interact with Yan?,Yes
16,4,social-relations,4.0,antonym,2,Chao is indifferent about spending time with Yan.,Are Chao and Yan strangers?,Yes
532,81,agent-properties,133.0,variable swap,2,Chao is less hesitant to get the truck than to get the wheel.,Does Chao make more effort to get the truck than to get the wheel?,Yes
804,91,agent-properties,201.0,antonym,2,Chao wants either the wheel or the truck. The wheel costs more than the truck.,Does Chao choose the truck over the wheel?,Yes
73,9,physical-interactions,,antonym,1,Chao is staying in the same spot but the truck is not.,Is Chao throwing the truck?,Yes
153,27,physical-interactions,,variable swap,1,The nail is taking a hit from the wheel.,Is the wheel colliding with the nail?,Yes
344,70,agent-properties,86.0,antonym,2,Chao has decided against playing football.,Does Chao make no effort to play football?,Yes
137,31,social-interactions,35.0,antonym,1,Chao is making Yan feel hurt.,Is Chao teasing Yan?,Yes
32,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the bed bigger than the truck?,Yes
188,45,agent-properties,47.0,antonym,2,Chao hates the wheel more than the truck.,Does Chao prefer the truck over the wheel?,Yes
61,16,social-properties,16.0,negation,1,Chao talks about past accomplishments.,Is Chao boastful?,Yes
196,19,physical-relations,,antonym,2,"If Chao moves the truck, the bed will remain in its place.",Does the truck is upported by the bed?,Yes
197,16,social-relations,50.0,other,1,Chao has the same duties as Yan.,Is Chao Yan's colleague?,Yes
165,30,physical-interactions,,antonym,1,The wheel is on the ground.,Is Chao kicking the wheel?,Yes
64,8,spatial-relations,,variable swap,2,The nail and the wheel are on the same surface. Then the nail is moved higher.,Is the nail above the wheel?,Yes
133,23,physical-interactions,,antonym,1,The wheel will soon be in pieces.,Is Chao breaking the wheel?,Yes
25,5,quantitative-properties,,antonym,1,The truck full of staplers that belongs to Chao is bigger than that of Yan.,Does Chao have more staplers than Yan?,Yes
385,33,social-relations,97.0,antonym,1,Chao rents a duplex to Yan.,Is Yan Chao's tenant?,Yes
392,98,material-dynamics,98.0,material,2,Chao sees something that is fabric.,Can it flap?,Yes
92,13,physical-interactions,,antonym,2,The truck is heavier than Chao.,Is Chao climbing on the truck?,Yes
8,2,spatial-relations,,antonym,2,The nail is next to the left side of the wheel.,Is the wheel to the right of the nail?,Yes
97,25,social-properties,25.0,other,1,"Chao went backpacking with a friend. Every day, Chao decided where they should camp.",Is Chao dominant?,Yes
197,46,agent-properties,50.0,antonym,1,Chao always chooses the wheel over the truck.,Does Chao prefer the wheel over the truck?,Yes
269,52,agent-properties,68.0,antonym,1,"When presented with the choice between the wheel and the truck, Chao randomly chose the wheel.",Does Chao ha no preference for the wheel over the truck?,Yes
96,14,physical-interactions,,antonym,2,The wheel is moving away from Chao.,Is Chao throwing the wheel?,Yes
141,36,quantitative-properties,,antonym,1,Nobody has more toothpaste than Chao.,Does Chao have the most toothpate?,Yes
49,3,physical-relations,,variable swap,1,The bed occupies less space than the truck.,Is the bed smaller than the truck?,Yes
448,35,social-relations,112.0,antonym,2,Chao pays money to Yan.,Is Yan Chao's landlord?,Yes
216,20,social-relations,54.0,other,2,Chao works for Yan.,Is Chao Yan's subordinate?,Yes
393,33,social-relations,99.0,variable swap,1,Yan rents a duplex from Chao.,Is Yan Chao's tenant?,Yes
765,88,agent-properties,192.0,antonym,1,Chao enjoys playing football more than playing pool.,Does Chao choose football over pool?,Yes
148,27,physical-interactions,,antonym,2,The wheel is taking a hit from the nail.,Is the nail colliding with the wheel?,Yes
73,20,agent-properties,19.0,other,1,Chao's hand is touching the wheel.,Does Chao feel the wheel?,Yes
4,1,material-dynamics,1.0,material,2,Chao sees something that is liquid.,Can Chao pour it?,Yes
25,7,material-properties,,antonym,1,Chao squeezed the wheel. It changed its shape.,Is the surface of the wheel soft?,Yes
121,33,agent-properties,31.0,antonym,1,Chao moved the wheel inside the shop.,Does Chao believe that the wheel is in the shop?,Yes
100,9,physical-relations,,antonym,2,"If Chao moves the truck, the airplane will remain in its place.",Does the truck is outide the airplane?,Yes
25,3,physical-relations,,variable swap,1,The bed occupies less space than the truck.,Is the truck bigger than the bed?,Yes
77,20,material-properties,,antonym,1,"Chao dropped the wheel, and saw it jumping off the floor.",Is the wheel bouncy?,Yes
76,15,social-interactions,19.0,antonym,2,Chao is providing Yan with accurate information.,Is Chao helping Yan?,Yes
108,27,material-dynamics,27.0,material,2,Chao sees the denim.,Can Chao wrinkle it?,Yes
164,14,social-relations,41.0,antonym,2,Chao has little power over Yan.,Is Yan Chao's boss?,Yes
57,5,physical-interactions,,antonym,1,The nail is moving closer to the magnet.,Is the magnet attracting the nail?,Yes
17,3,spatial-relations,,antonym,1,The wheel is in front of Chao. Chao turns right.,Is the wheel to the left of Chao?,Yes
681,85,agent-properties,171.0,antonym,1,Chao is less hesitant to meet with Yan than with Ali.,Does Chao make less effort to interact with Ali than with Yan?,Yes
89,5,physical-relations,,other,1,The bed is inside the truck.,Does the truck contain the bed?,Yes
412,78,agent-properties,103.0,variable swap,2,Chao is less hesitant to play pool than to play football.,Does Chao make less effort to play football than to play pool?,Yes
185,35,physical-interactions,,negation,1,"In a moment, the wheel will not be in the same place.",Is Chao kicking the wheel?,Yes
8,2,social-properties,2.0,antonym,2,Chao insulted Yan.,Is Chao hostile?,Yes
32,2,physical-interactions,,variable swap,2,The nail and the wheel are touching. The nail is much hotter than the wheel.,Is the nail heating the wheel?,Yes
337,69,agent-properties,85.0,negation,1,Chao wants to play football.,Does Chao make an effort to play football?,Yes
192,15,social-relations,48.0,antonym,2,Chao is at an earlier career stage than Yan.,Is Yan Chao's boss?,Yes
129,13,spatial-relations,,antonym,1,The wheel is south of Chao. Chao reaches the wheel and continues to move straight ahead.,Is the wheel north of Chao?,Yes
541,45,social-relations,136.0,variable swap,1,Yan obeys Chao.,Is Chao Yan's parent?,Yes
44,11,social-relations,11.0,antonym,2,Chao gets orders from Yan.,Is Chao Yan's subordinate?,Yes
109,12,social-relations,28.0,variable swap,1,Yan is Chao's employee.,Is Yan Chao's subordinate?,Yes
48,10,quantitative-properties,,number,2,There are five staplers. Chao has two staplers.,Does Chao have some of the staplers?,Yes
93,24,material-properties,,antonym,1,Chao exerts significant force to hold the wheel.,Is the wheel heavy?,Yes
457,35,social-relations,115.0,antonym,1,Chao collects money from Yan.,Is Yan Chao's tenant?,Yes
96,24,material-properties,,antonym,2,Chao exerts little force to hold the wheel.,Is the wheel light?,Yes
665,85,agent-properties,167.0,variable swap,1,Chao is more hesitant to meet with Ali than with Yan.,Does Chao make more effort to interact with Yan than with Ali?,Yes
168,14,social-relations,42.0,variable swap,2,Yan has a lot of power over Chao.,Is Yan Chao's boss?,Yes
73,19,material-properties,,antonym,1,The wheel's temperature is lower than Chao's hand'.,Is the surface of the wheel cold?,Yes
1,1,physical-dynamics,,negation,1,The speck on the wheel is rotating.,Is the wheel rolling?,Yes
20,5,social-properties,5.0,antonym,2,Chao is unreliable.,Is Chao untrustworthy?,Yes
65,17,social-properties,17.0,antonym,1,Chao brags about about past accomplishments.,Is Chao boastful?,Yes
84,17,social-interactions,21.0,antonym,2,Chao is directing Yan toward the correct path.,Is Chao helping Yan?,Yes
200,19,physical-relations,,variable swap,2,"If Chao moves the bed, the truck will move too.",Does the truck is upported by the bed?,Yes
209,19,social-relations,53.0,antonym,1,Chao is at the same career stage as Yan.,Is Chao Yan's colleague?,Yes
4,1,social-relations,1.0,negation,2,Chao doesn't know Yan.,Are Chao and Yan strangers?,Yes
100,25,quantitative-properties,,antonym,2,Chao has five grams of toothpaste.,Is there a little toothpaste?,Yes
413,78,agent-properties,104.0,variable swap,1,Chao is more hesitant to play pool than to play football.,Does Chao make more effort to play football than to play pool?,Yes
52,11,quantitative-properties,,number,2,There are five staplers in total. There are two staplers in the cooler belonging to Chao.,Does Chao have some of the staplers?,Yes
32,8,social-properties,8.0,antonym,2,Chao is bad at completing important tasks.,Is Chao untrustworthy?,Yes
45,12,social-properties,12.0,antonym,1,Chao thinks having neighbors of a different race is pleasant.,Is Chao tolerant?,Yes
617,48,social-relations,155.0,other,1,Chao shares parents with Yan.,Is Chao Yan's sibling?,Yes
41,11,social-properties,11.0,negation,1,Chao is not prejudiced against differences in background and belief.,Is Chao tolerant?,Yes
8,2,physical-dynamics,,other,2,"In a moment, the top of the wheel will remain at the top.",Is the wheel sliding?,Yes
328,66,agent-properties,82.0,other,2,Chao is moving past Yan.,Does Chao not intend to interact with Yan?,Yes
189,36,physical-interactions,,antonym,1,Chao is applying significant force to the wheel.,Is Chao throwing the wheel?,Yes
37,10,material-properties,,antonym,1,Chao pulled on the wheel with both hands. It changed its shape.,Is the wheel elastic?,Yes
129,33,quantitative-properties,,antonym,1,The amount of toothpaste is greater than the amount of gel.,Is there more toothpaste than gel?,Yes
89,23,material-properties,,antonym,1,The wheel weighs a lot.,Is the wheel heavy?,Yes
572,46,social-relations,143.0,antonym,2,Chao makes decisions less often than Yan.,Is Chao Yan's child?,Yes
12,3,social-interactions,3.0,antonym,2,Chao is introducing obstacles in the path of Yan.,Is Chao hindering Yan?,Yes
400,34,social-relations,100.0,antonym,2,Chao pays rent to Yan.,Is Chao Yan's tenant?,Yes
108,17,physical-interactions,,antonym,2,The wheel is moving towards Chao.,Is Chao pulling the wheel?,Yes
85,22,social-properties,22.0,antonym,1,Chao often tells others what to do.,Is Chao dominant?,Yes
72,18,social-properties,18.0,other,2,Ali spent the whole conversation talking about his friend's successes.,Is Ali humble?,Yes
45,12,physical-dynamics,,antonym,1,The speed of the wheel is increasing.,Is the wheel accelerating?,Yes
60,15,physical-dynamics,,antonym,2,The wheel moves at a constant speed.,Is the wheel spinning?,Yes
416,34,social-relations,104.0,variable swap,2,Yan collects rent from Chao.,Is Yan Chao's landlord?,Yes
32,8,physical-dynamics,,antonym,2,The wheel is light.,Is the wheel floating?,Yes
492,80,agent-properties,123.0,antonym,2,Chao is less intent on getting the wheel than getting the truck.,Does Chao make more effort to get the truck than to get the wheel?,Yes
268,30,social-relations,67.0,antonym,2,Chao learns from Yan.,Is Yan Chao's teacher?,Yes
232,24,social-relations,58.0,other,2,Chao and Yan make out when they meet.,Is Chao Yan's romantic partner?,Yes
516,81,agent-properties,129.0,antonym,2,Chao is more hesitant to get the wheel than to get the truck.,Does Chao make less effort to get the wheel than to get the truck?,Yes
689,85,agent-properties,173.0,variable swap,1,Chao is more hesitant to meet with Ali than with Yan.,Does Chao make less effort to interact with Ali than with Yan?,Yes
5,2,material-properties,,material,1,The wheel is made of polyethylene.,Is the wheel transparent?,Yes
56,4,physical-interactions,,antonym,2,The wheel is moving away from the ground.,Is Chao lifting the wheel?,Yes
528,81,agent-properties,132.0,antonym,2,Chao is more hesitant to get the wheel than to get the truck.,Does Chao make more effort to get the truck than to get the wheel?,Yes
88,23,agent-properties,22.0,other,2,The airplane is in front of Chao. Chao's eyes are covered.,Does Chao hear the airplane?,Yes
113,29,social-properties,29.0,antonym,1,Chao is hesitant to share their opinion.,Is Chao shy?,Yes
53,14,physical-dynamics,,antonym,1,The speck on the wheel is moving back and forth.,Is the wheel oscillating?,Yes
173,14,social-relations,44.0,antonym,1,Chao has a lot of power over Yan.,Is Yan Chao's subordinate?,Yes
145,37,quantitative-properties,,antonym,1,Chao has the greatest number of staplers.,Does Chao have the most staplers?,Yes
289,31,social-relations,73.0,antonym,1,Chao assigns homework to Yan.,Is Chao Yan's teacher?,Yes
1,1,material-properties,,negation,1,Chao can see through the wheel.,Is the wheel transparent?,Yes
20,5,social-interactions,5.0,antonym,2,Chao and Yan are hindering each other.,Is Chao competing with Yan?,Yes
164,13,physical-relations,,variable swap,2,The airplane is smaller than the truck.,Is the airplane inside the truck?,Yes
505,127,material-dynamics,127.0,material,1,Chao sees the sesame.,Can Chao pile it?,Yes
233,21,physical-relations,,antonym,1,"If Chao moves the truck, the bed will remain in its place.",Is the truck touching the bed?,Yes
40,10,social-properties,10.0,antonym,2,Chao is disrespectful towards differences in background and belief.,Is Chao bigoted?,Yes
140,37,agent-properties,35.0,antonym,2,Yan successfully lied to Chao that the wheel was moved from the shop.,Does Chao doubt that the wheel is in the shop?,Yes
205,40,physical-interactions,,antonym,1,Chao is closer to the ground compared to when Chao was standing on the ground.,Is Chao sitting on the wheel?,Yes
285,26,physical-relations,,variable swap,1,The bed is above the truck.,Is the bed on the truck?,Yes
121,13,social-relations,31.0,variable swap,1,Yan receives salary from Chao.,Is Chao Yan's boss?,Yes
1,1,quantitative-properties,,antonym,1,There are fewer keychains than staplers.,Are there more staplers than keychains?,Yes
20,5,social-relations,5.0,antonym,2,Chao hates Yan.,Is Chao Yan's enemy?,Yes
49,14,agent-properties,13.0,antonym,1,The candle is in front of Chao. Chao has a strong headache.,Does Chao smell the candle?,Yes
36,9,physical-dynamics,,antonym,2,"In a minute, the wheel will remain visible.",Is the wheel floating?,Yes
169,31,physical-interactions,,antonym,1,Chao is applying significant force to the wheel.,Is Chao kicking the wheel?,Yes
73,11,social-relations,19.0,variable swap,1,Yan gets orders from Chao.,Is Yan Chao's subordinate?,Yes
441,79,agent-properties,111.0,antonym,1,Chao hates playing football less than playing pool.,Does Chao make more effort to play football than to play pool?,Yes
273,53,agent-properties,69.0,antonym,1,"When presented with the choice between the wheel and the truck, Chao flipped a coin and then chose the wheel.",Does Chao ha no preference for the wheel over the truck?,Yes
49,13,material-properties,,antonym,1,The surface of the wheel reflects sunlight.,Is the surface of the wheel glossy?,Yes
257,51,agent-properties,65.0,antonym,1,Chao decided to talk to Yan but not Ali.,Does Chao prefer Yan over Ali?,Yes
220,55,material-dynamics,55.0,material,2,Chao sees the sesame.,Can Chao stir it?,Yes
789,90,agent-properties,198.0,antonym,1,Chao will be more satisfied after getting the wheel than after getting the truck.,Does Chao choose the wheel over the truck?,Yes
188,35,physical-interactions,,negation,2,"In a moment, the wheel will be in the same place.",Is Chao touching the wheel?,Yes
44,11,physical-dynamics,,antonym,2,The wheel is deflating.,Is the wheel shrinking?,Yes
204,39,physical-interactions,,other,2,Chao's feet are on the bed.,Is Chao standing on the bed?,Yes
264,51,agent-properties,66.0,variable swap,2,Chao decided to talk to Ali but not Yan.,Does Chao prefer Ali over Yan?,Yes
45,8,spatial-relations,,antonym,1,The wheel and the nail are on the same surface. Then the wheel is moved higher.,Is the wheel above the nail?,Yes
57,15,physical-dynamics,,antonym,1,The wheel keeps accelerating and slowing down.,Is the wheel oscillating?,Yes
16,4,social-interactions,4.0,antonym,2,Chao and Yan are working against each other.,Is Chao competing with Yan?,Yes
712,86,agent-properties,178.0,variable swap,2,Chao likes Ali more than Yan.,Does Chao make more effort to interact with Ali than with Yan?,Yes
64,16,material-dynamics,16.0,material,2,Chao sees something that is granular.,Can Chao pour it?,Yes
593,46,social-relations,149.0,antonym,1,Chao makes decisions more often than Yan.,Is Yan Chao's child?,Yes
20,3,physical-relations,,antonym,2,The truck occupies less space than the bed.,Is the truck smaller than the bed?,Yes
49,11,social-relations,13.0,variable swap,1,Yan gets orders from Chao.,Is Chao Yan's boss?,Yes
485,41,social-relations,122.0,other,1,Maria gave birth to Yan.,Is Maria Yan's parent?,Yes
213,42,physical-interactions,,antonym,1,The distance between the wheel and the nail is constant over time.,Is the wheel revolving around the nail?,Yes
208,40,physical-interactions,,antonym,2,Chao is closer to the sky compared to when Chao was standing on the ground.,Is Chao standing on the wheel?,Yes
200,46,agent-properties,50.0,antonym,2,Chao never chooses the wheel over the truck.,Does Chao prefer the truck over the wheel?,Yes
88,21,quantitative-properties,,number,2,Chao has zero staplers.,Are there no staplers?,Yes
92,5,physical-relations,,other,2,The bed is on top of the truck.,Does the truck support the bed?,Yes
128,12,spatial-relations,,antonym,2,The wheel is south of Chao. Chao turns around.,Is the wheel south of Chao?,Yes
128,32,quantitative-properties,,number,2,Chao has three litres of toothpaste and five litres of gel.,Is the amount of toothpaste and gel different?,Yes
136,10,physical-relations,,variable swap,2,"If Chao moves the airplane, the truck will move too.",Is the truck inside the airplane?,Yes
785,89,agent-properties,197.0,variable swap,1,Chao thinks that playing pool requires more effort than playing football. Chao is tired.,Does Chao choose football over pool?,Yes
209,47,agent-properties,53.0,antonym,1,"When presented with the wheel and the truck, Chao reached for the wheel but not the truck.",Does Chao prefer the wheel over the truck?,Yes
105,9,spatial-relations,,antonym,1,Chao and Yan are on the same floor. Then Chao goes one floor up.,Is Yan below Chao?,Yes
61,16,material-properties,,antonym,1,Chao applied pressure to the wheel. It broke.,Is the wheel fragile?,Yes
893,98,agent-properties,224.0,variable swap,1,Chao needs to see either Ali or Yan. It will take more time to see Ali than Yan.,Does Chao choose Yan over Ali?,Yes
25,8,agent-properties,7.0,antonym,1,The airplane is making sounds. The airplane is in front of Chao. Chao is awake.,Does Chao hear the airplane?,Yes
132,13,spatial-relations,,antonym,2,The wheel is north of Chao. Chao reaches the wheel and continues to move straight ahead.,Is the wheel south of Chao?,Yes
100,25,material-dynamics,25.0,material,2,Chao sees the denim.,Can Chao compresse it?,Yes
77,12,social-relations,20.0,antonym,1,Chao is Yan's employer.,Is Chao Yan's boss?,Yes
81,21,material-properties,,material,1,Chao threw the wheel against the wall. The wheel hit the wall and flew in the opposite direction.,Is the wheel bouncy?,Yes
76,20,agent-properties,19.0,other,2,Chao's phone is touching the wheel.,Does Chao not feel the wheel?,Yes
21,6,social-relations,6.0,antonym,1,Chao enjoys spending time with Yan.,Is Chao Yan's friend?,Yes
164,41,agent-properties,41.0,antonym,2,"When choosing between playing football and playing pool, Chao always decides against playing football.",Does Chao prefer pool over football?,Yes
36,9,social-properties,9.0,antonym,2,Chao usually breaks promises.,Is Chao untrustworthy?,Yes
37,10,material-dynamics,10.0,material,1,Chao sees the feather.,Can it break?,Yes
364,33,social-relations,91.0,antonym,2,Chao rents a duplex from Yan.,Is Chao Yan's tenant?,Yes
136,34,quantitative-properties,,antonym,2,Toothpaste is removed from the truck that initially contained the same amount of toothpaste and gel.,Is there less toothpaste than gel?,Yes
104,26,quantitative-properties,,antonym,2,The suitcase with toothpaste is small.,Is there a little toothpaste?,Yes
777,89,agent-properties,195.0,antonym,1,Chao thinks that playing football requires less effort than playing pool. Chao is tired.,Does Chao choose football over pool?,Yes
72,18,material-properties,,antonym,2,The wheel's temperature is the same than Chao's hand'.,Is the wheel warm?,Yes
104,22,social-interactions,26.0,antonym,2,Chao is being dismissive towards Yan.,Is Chao insulting Yan?,Yes
140,35,quantitative-properties,,antonym,2,Chao has the smallest amount of toothpaste.,Does Chao have the least toothpate?,Yes
144,36,social-properties,36.0,antonym,2,Chao rarely laughs.,Is Chao cold?,Yes
9,1,physical-relations,,variable swap,1,The bed is behind the truck.,Is the truck blocking the bed?,Yes
404,34,social-relations,101.0,variable swap,2,Yan collects rent from Chao.,Is Chao Yan's tenant?,Yes
97,25,quantitative-properties,,antonym,1,Chao has five kilograms of toothpaste.,Is there a lot of toothpaste?,Yes
160,28,physical-interactions,,antonym,2,"The wheel is stationary, and the nail is not.",Is the nail colliding with the wheel?,Yes
180,44,agent-properties,45.0,variable swap,2,Chao likes the truck more than the wheel.,Does Chao prefer the truck over the wheel?,Yes
164,29,physical-interactions,,other,2,Chao's hand is touching the wheel.,Is Chao throwing the wheel?,Yes
233,49,agent-properties,59.0,antonym,1,"When presented with the wheel and the truck, Chao moved toward the wheel but not the truck.",Does Chao prefer the wheel over the truck?,Yes
129,35,agent-properties,33.0,antonym,1,Chao has learned that the wheel was moved to the shop.,Does Chao believe that the wheel is in the shop?,Yes
1,1,social-interactions,1.0,antonym,1,Chao is making Yan's job easier.,Is Chao helping Yan?,Yes
76,9,physical-interactions,,antonym,2,Chao is moving but the truck is not.,Is Chao climbing on the truck?,Yes
612,47,social-relations,153.0,antonym,2,Chao is 35 years younger than Yan.,Is Yan Chao's parent?,Yes
36,7,quantitative-properties,,number,2,Chao has three staplers and five keychains.,Is the number of staplers and keychains different?,Yes
429,34,social-relations,108.0,variable swap,1,Yan pays rent to Chao.,Is Yan Chao's tenant?,Yes
24,7,agent-properties,6.0,antonym,2,The airplane is making sounds. The airplane is out of earshot of Chao.,Does Chao not hear the airplane?,Yes
12,2,spatial-relations,,antonym,2,The nail is next to the left side of the wheel.,Is the nail to the left of the wheel?,Yes
101,16,physical-interactions,,antonym,1,The wheel is now within Chao's reach.,Is Chao catching the wheel?,Yes
65,17,material-properties,,material,1,The wheel is made of ceramic.,Is the wheel fragile?,Yes
784,89,agent-properties,196.0,variable swap,2,Chao thinks that playing pool requires less effort than playing football. Chao is tired.,Does Chao choose pool over football?,Yes
137,10,physical-relations,,variable swap,1,"If Chao moves the airplane, the truck will remain in its place.",Is the airplane inside the truck?,Yes
141,36,material-dynamics,36.0,material,1,Chao sees something that is fabric.,Can Chao squeeze it?,Yes
128,32,social-properties,32.0,negation,2,Chao likes to speak up during meetings.,Is Chao confident?,Yes
37,6,spatial-relations,,antonym,1,The nail is below the wheel.,Is the wheel above the nail?,Yes
36,9,material-properties,,antonym,2,The wheel is rigid.,Is the wheel inelastic?,Yes
16,2,physical-relations,,variable swap,2,Chao needs to move the bed to reach the truck.,Is the bed blocking the truck?,Yes
664,85,agent-properties,166.0,variable swap,2,Chao is less hesitant to meet with Ali than with Yan.,Does Chao make less effort to interact with Yan than with Ali?,Yes
57,15,social-properties,15.0,antonym,1,Chao talks a lot about past accomplishments.,Is Chao boastful?,Yes
797,90,agent-properties,200.0,variable swap,1,Chao will be less satisfied after getting the truck than after getting the wheel.,Does Chao choose the wheel over the truck?,Yes
369,93,material-dynamics,93.0,material,1,Chao sees the denim.,Can Chao pile it?,Yes
620,48,social-relations,155.0,other,2,Chao was born to Yan.,Is Chao Yan's child?,Yes
248,28,social-relations,62.0,antonym,2,Chao and Yan always spend time together.,Are Chao and Yan romantic partners?,Yes
761,87,agent-properties,191.0,variable swap,1,Chao hates Ali more than Yan.,Does Chao make less effort to interact with Ali than with Yan?,Yes
621,84,agent-properties,156.0,antonym,1,Chao is more intent on meeting Yan than meeting Ali.,Does Chao make more effort to interact with Yan than with Ali?,Yes
16,4,social-properties,4.0,other,2,Chao gave Yan a glare.,Is Chao hostile?,Yes
313,31,social-relations,79.0,antonym,1,Chao assigns homework to Yan.,Is Yan Chao's student?,Yes
140,35,social-properties,35.0,antonym,2,Chao is distant.,Is Chao cold?,Yes
357,32,social-relations,90.0,variable swap,1,Yan's parents spoke with Chao.,Is Yan Chao's student?,Yes
152,27,physical-interactions,,variable swap,2,The nail is exerting force upon the wheel.,Is the nail colliding with the wheel?,Yes
476,37,social-relations,119.0,other,2,Chao splits rent with Yan.,Is Chao Yan's roommate?,Yes
25,7,material-dynamics,7.0,material,1,Chao sees something that is rigid.,Can it break?,Yes
144,26,physical-interactions,,antonym,2,Chao is putting together the wheel.,Is Chao fixing the wheel?,Yes
501,80,agent-properties,126.0,antonym,1,Chao is more intent on getting the wheel than getting the truck.,Does Chao make less effort to get the truck than to get the wheel?,Yes
28,5,spatial-relations,,antonym,2,"The shop is in front of Chao, and the zoo is behind. Chao turns left.",Is the shop to the right of Chao?,Yes
