Type,Digits,Context,Question,Correct Answer
Arithmetic,2_digit_multiplication,'',Is 74 times 56 equal to 4144?,Yes
Arithmetic,2_digit_multiplication,'',Is 14 times 81 equal to 1134?,Yes
Arithmetic,2_digit_multiplication,'',Is 69 times 29 equal to 2001?,Yes
Arithmetic,2_digit_multiplication,'',Is 32 times 95 equal to 3040?,Yes
Arithmetic,2_digit_multiplication,'',Is 70 times 23 equal to 1610?,Yes
Arithmetic,2_digit_multiplication,'',Is 37 times 48 equal to 1776?,Yes
Arithmetic,2_digit_multiplication,'',Is 63 times 23 equal to 1449?,Yes
Arithmetic,2_digit_multiplication,'',Is 56 times 57 equal to 3192?,Yes
Arithmetic,2_digit_multiplication,'',Is 80 times 84 equal to 6720?,Yes
Arithmetic,2_digit_multiplication,'',Is 93 times 60 equal to 5580?,Yes
Arithmetic,2_digit_multiplication,'',Is 50 times 80 equal to 4000?,Yes
Arithmetic,2_digit_multiplication,'',Is 55 times 45 equal to 2475?,Yes
Arithmetic,2_digit_multiplication,'',Is 88 times 44 equal to 3872?,Yes
Arithmetic,2_digit_multiplication,'',Is 16 times 22 equal to 352?,Yes
Arithmetic,2_digit_multiplication,'',Is 60 times 92 equal to 5520?,Yes
Arithmetic,2_digit_multiplication,'',Is 50 times 84 equal to 4200?,Yes
Arithmetic,2_digit_multiplication,'',Is 67 times 43 equal to 2881?,Yes
Arithmetic,2_digit_multiplication,'',Is 54 times 51 equal to 2754?,Yes
Arithmetic,2_digit_multiplication,'',Is 79 times 86 equal to 6794?,Yes
Arithmetic,2_digit_multiplication,'',Is 98 times 32 equal to 3136?,Yes
Arithmetic,2_digit_multiplication,'',Is 71 times 43 equal to 3053?,Yes
Arithmetic,2_digit_multiplication,'',Is 76 times 29 equal to 2204?,Yes
Arithmetic,2_digit_multiplication,'',Is 20 times 57 equal to 1140?,Yes
Arithmetic,2_digit_multiplication,'',Is 84 times 43 equal to 3612?,Yes
Arithmetic,2_digit_multiplication,'',Is 24 times 78 equal to 1872?,Yes
Arithmetic,2_digit_multiplication,'',Is 25 times 15 equal to 375?,Yes
Arithmetic,2_digit_multiplication,'',Is 84 times 31 equal to 2604?,Yes
Arithmetic,2_digit_multiplication,'',Is 88 times 70 equal to 6160?,Yes
Arithmetic,2_digit_multiplication,'',Is 93 times 65 equal to 6045?,Yes
Arithmetic,2_digit_multiplication,'',Is 34 times 89 equal to 3026?,Yes
Arithmetic,2_digit_multiplication,'',Is 50 times 57 equal to 2850?,Yes
Arithmetic,2_digit_multiplication,'',Is 96 times 26 equal to 2496?,Yes
Arithmetic,2_digit_multiplication,'',Is 95 times 18 equal to 1710?,Yes
Arithmetic,2_digit_multiplication,'',Is 55 times 15 equal to 825?,Yes
Arithmetic,2_digit_multiplication,'',Is 36 times 43 equal to 1548?,Yes
Arithmetic,2_digit_multiplication,'',Is 54 times 80 equal to 4320?,Yes
Arithmetic,2_digit_multiplication,'',Is 54 times 97 equal to 5238?,Yes
Arithmetic,2_digit_multiplication,'',Is 95 times 91 equal to 8645?,Yes
Arithmetic,2_digit_multiplication,'',Is 30 times 59 equal to 1770?,Yes
Arithmetic,2_digit_multiplication,'',Is 14 times 55 equal to 770?,Yes
Arithmetic,2_digit_multiplication,'',Is 26 times 17 equal to 442?,Yes
Arithmetic,2_digit_multiplication,'',Is 13 times 77 equal to 1001?,Yes
Arithmetic,2_digit_multiplication,'',Is 87 times 22 equal to 1914?,Yes
Arithmetic,2_digit_multiplication,'',Is 76 times 18 equal to 1368?,Yes
Arithmetic,2_digit_multiplication,'',Is 40 times 12 equal to 480?,Yes
Arithmetic,2_digit_multiplication,'',Is 34 times 37 equal to 1258?,Yes
Arithmetic,2_digit_multiplication,'',Is 70 times 65 equal to 4550?,Yes
Arithmetic,2_digit_multiplication,'',Is 82 times 45 equal to 3690?,Yes
Arithmetic,2_digit_multiplication,'',Is 83 times 70 equal to 5810?,Yes
Arithmetic,2_digit_multiplication,'',Is 57 times 82 equal to 4674?,Yes
Arithmetic,2_digit_multiplication,'',Is 29 times 21 equal to 609?,Yes
Arithmetic,2_digit_multiplication,'',Is 37 times 50 equal to 1850?,Yes
Arithmetic,2_digit_multiplication,'',Is 66 times 86 equal to 5676?,Yes
Arithmetic,2_digit_multiplication,'',Is 11 times 24 equal to 264?,Yes
Arithmetic,2_digit_multiplication,'',Is 62 times 11 equal to 682?,Yes
Arithmetic,2_digit_multiplication,'',Is 25 times 63 equal to 1575?,Yes
Arithmetic,2_digit_multiplication,'',Is 22 times 47 equal to 1034?,Yes
Arithmetic,2_digit_multiplication,'',Is 75 times 43 equal to 3225?,Yes
Arithmetic,2_digit_multiplication,'',Is 48 times 64 equal to 3072?,Yes
Arithmetic,2_digit_multiplication,'',Is 85 times 87 equal to 7395?,Yes
Arithmetic,2_digit_multiplication,'',Is 23 times 62 equal to 1426?,Yes
Arithmetic,2_digit_multiplication,'',Is 28 times 71 equal to 1988?,Yes
Arithmetic,2_digit_multiplication,'',Is 71 times 86 equal to 6106?,Yes
Arithmetic,2_digit_multiplication,'',Is 63 times 37 equal to 2331?,Yes
Arithmetic,2_digit_multiplication,'',Is 62 times 68 equal to 4216?,Yes
Arithmetic,2_digit_multiplication,'',Is 27 times 12 equal to 324?,Yes
Arithmetic,2_digit_multiplication,'',Is 26 times 83 equal to 2158?,Yes
Arithmetic,2_digit_multiplication,'',Is 30 times 99 equal to 2970?,Yes
Arithmetic,2_digit_multiplication,'',Is 55 times 89 equal to 4895?,Yes
Arithmetic,2_digit_multiplication,'',Is 61 times 49 equal to 2989?,Yes
Arithmetic,2_digit_multiplication,'',Is 40 times 23 equal to 920?,Yes
Arithmetic,2_digit_multiplication,'',Is 49 times 21 equal to 1029?,Yes
Arithmetic,2_digit_multiplication,'',Is 92 times 52 equal to 4784?,Yes
Arithmetic,2_digit_multiplication,'',Is 79 times 91 equal to 7189?,Yes
Arithmetic,2_digit_multiplication,'',Is 84 times 54 equal to 4536?,Yes
Arithmetic,2_digit_multiplication,'',Is 15 times 20 equal to 300?,Yes
Arithmetic,2_digit_multiplication,'',Is 71 times 85 equal to 6035?,Yes
Arithmetic,2_digit_multiplication,'',Is 12 times 46 equal to 552?,Yes
Arithmetic,2_digit_multiplication,'',Is 76 times 56 equal to 4256?,Yes
Arithmetic,2_digit_multiplication,'',Is 66 times 17 equal to 1122?,Yes
Arithmetic,2_digit_multiplication,'',Is 73 times 42 equal to 3066?,Yes
Arithmetic,2_digit_multiplication,'',Is 72 times 26 equal to 1872?,Yes
Arithmetic,2_digit_multiplication,'',Is 31 times 16 equal to 496?,Yes
Arithmetic,2_digit_multiplication,'',Is 45 times 39 equal to 1755?,Yes
Arithmetic,2_digit_multiplication,'',Is 24 times 90 equal to 2160?,Yes
Arithmetic,2_digit_multiplication,'',Is 43 times 43 equal to 1849?,Yes
Arithmetic,2_digit_multiplication,'',Is 91 times 84 equal to 7644?,Yes
Arithmetic,2_digit_multiplication,'',Is 91 times 47 equal to 4277?,Yes
Arithmetic,2_digit_multiplication,'',Is 10 times 37 equal to 370?,Yes
Arithmetic,2_digit_multiplication,'',Is 58 times 75 equal to 4350?,Yes
Arithmetic,2_digit_multiplication,'',Is 27 times 17 equal to 459?,Yes
Arithmetic,2_digit_multiplication,'',Is 43 times 32 equal to 1376?,Yes
Arithmetic,2_digit_multiplication,'',Is 52 times 53 equal to 2756?,Yes
Arithmetic,2_digit_multiplication,'',Is 86 times 72 equal to 6192?,Yes
Arithmetic,2_digit_multiplication,'',Is 65 times 49 equal to 3185?,Yes
Arithmetic,2_digit_multiplication,'',Is 67 times 88 equal to 5896?,Yes
Arithmetic,2_digit_multiplication,'',Is 60 times 85 equal to 5100?,Yes
